year,name,college,position,height_in,weight_lbs,40yards,benchpress,vert_leap_in,broad_jump_in,shuttle,3cone,defint,defyds,defavg,deftds,hasbling,allamerican,hasawards,drafted
2005,alphonso hodge,Miami (OH),CB,70.8,203,4.47,20,34,,3.99,,,,,,0,0,0,Y
2005,daven holly,Cincinnati,CB,70.4,192,4.44,15,39,113,4.08,7.16,9,58,6.4,1,0,0,0,Y
2005,marlin jackson,Michigan,CB,73,198,4.52,23,36,125,3.96,6.95,9,77,8.6,1,1,1,1,Y
2005,derrick johnson,Texas,CB,75.3,242,4.54,18,37.5,120,3.87,7.2,9,195,21.7,1,1,1,1,Y
2005,eric king,Wake Forest,CB,68.5,189,4.49,12,,,,,7,143,20.4,1,0,0,0,Y
2005,bryant mcfadden,Florida State,CB,71.8,193,4.53,23,38.5,126,4.04,,4,8,2,0,0,0,0,Y
2005,chris mckenzie,Arizona State,CB,68.5,185,4.37,6,45,133,4.32,6.9,3,23,7.7,0,0,0,0,N
2005,justin miller,Clemson,CB,69.8,201,4.46,15,41.5,126,,,13,94,7.2,0,0,0,0,Y
2005,karl paymah,Washington State,CB,72,204,4.38,15,41.5,121,3.91,7.09,3,5,1.7,0,0,0,0,Y
2005,antonio perkins,Oklahoma,CB,70.8,190,4.53,10,40,126,4.07,7.17,11,150,13.6,0,1,1,1,Y
2005,lamont reid,North Carolina State,CB,71.3,195,4.59,15,40.5,120,4.28,7.18,2,29,14.5,0,0,0,0,N
2005,carlos rogers,Auburn,CB,72.4,196,4.45,15,40.5,126,3.82,6.48,7,101,14.4,1,1,1,1,Y
2005,antrel rolle,Miami (FL),CB,72.1,201,4.5,15,,,,,5,73,14.6,1,1,1,1,Y
2005,stanford routt,Houston,CB,73.4,193,4.33,,36.5,127,3.9,6.63,7,96,13.7,0,0,0,0,Y
2005,scott starks,Wisconsin,CB,68.5,172,4.42,13,43,133,3.9,6.99,7,105,15,0,0,0,0,Y
2005,fabian washington,Nebraska,CB,70.5,188,4.31,18,41.5,122,3.91,,11,72,6.5,1,0,0,0,Y
2005,corey webster,Louisiana State,CB,72.1,199,4.51,9,,,,,16,181,11.3,1,0,0,0,Y
2005,aric williams,Oregon State,CB,73,187,4.58,8,36,117,,,9,67,7.4,0,0,0,0,N
2005,cedrick williams,Kansas State,CB,69.8,168,4.55,13,35,121,4.22,7.24,5,-2,-0.4,0,0,0,0,N
2005,darrent williams,Oklahoma State,CB,69,176,4.3,16,39,124,3.96,6.97,11,282,25.6,5,0,0,0,Y
2005,stanley wilson,Stanford,CB,71.8,185,4.39,14,39.5,123,,,5,103,20.6,0,0,0,0,Y
2005,jerron wishom,Louisiana Tech,CB,71.8,193,4.53,18,38,118,4.07,6.81,3,56,18.7,1,0,0,0,N
2006,will blackmon,Boston College,CB,72.25,198,4.49,,41,133,4.23,6.67,8,59,7.4,0,0,0,0,Y
2006,antonio cromartie,Florida State,CB,74.13,208,4.5,18,38,132,,,5,111,22.2,2,0,0,0,Y
2006,charles gordon,Kansas,CB,70.13,183,4.64,12,35.5,115,4.2,6.95,9,52,5.8,0,0,0,0,N
2006,chris hawkins,Marshall (WV),CB,70.13,183,4.53,16,37,116,4.18,,0,0,,0,0,0,0,N
2006,tye hill,Clemson,CB,69.63,185,4.34,,41,129,4.01,6.63,5,33,6.6,0,1,1,1,Y
2006,reuben houston,Georgia Tech,CB,71.88,192,4.68,21,41.5,127,4.42,,7,81,11.6,0,0,0,0,N
2006,darrell hunter,Miami (OH),CB,71.88,206,4.47,8,36,123,4.11,,8,97,12.1,1,0,0,0,N
2006,kelly jennings,Miami (FL),CB,70.88,178,4.44,,40,120,4,,6,37,6.2,0,0,0,0,Y
2006,tim jennings,Georgia,CB,67.75,185,4.38,17,37.5,117,,,10,194,19.4,2,0,0,0,Y
2006,johnathan joseph,South Carolina,CB,71,193,4.37,15,37,123,4.23,6.92,,,,,0,0,0,Y
2006,josh lay,Pittsburgh,CB,72,197,4.48,16,40.5,120,,,3,117,39,1,0,0,0,N
2006,antonio malone,Toledo,CB,71.75,200,4.61,10,34,111,4.1,7.05,6,116,19.3,1,0,0,0,N
2006,danieal manning,Abilene Christian (TX),CB,70.75,202,4.5,17,39,123,4.07,7.23,,,,,0,0,0,Y
2006,richard marshall,Frenso State (CA),CB,71.13,189,4.46,12,37,129,4.16,6.65,,,,,0,0,0,Y
2006,derrick martin,Wyoming,CB,70,202,4.54,17,40,127,3.95,6.72,6,49,8.2,1,0,0,0,Y
2006,marcus maxey,Miami (FL),CB,73.5,198,4.5,14,41.5,129,,,2,32,16,0,0,0,0,Y
2006,dee mccann,West Virginia,CB,71.25,197,4.54,,40.5,122,4.38,7.35,7,9,1.3,0,0,0,0,N
2006,gerrick mcphearson,Maryland,CB,70.13,196,4.46,18,41.5,129,,,1,14,14,0,0,0,0,Y
2006,demario minter,Georgia,CB,71.13,190,4.54,10,38.5,131,4.1,6.87,2,0,0,0,0,0,0,Y
2006,khalid naziruddin,Texas Tech,CB,69.13,185,4.69,17,38.5,119,,,2,2,1,0,0,0,0,N
2006,chijioke onyenegecha,Oklahoma,CB,73.38,215,4.58,16,34.5,118,,,1,63,63,1,0,0,0,N
2006,david pittman,Northwestern State (LA),CB,71.25,182,4.49,14,36,128,4.23,,,,,,0,0,0,Y
2006,john walker,Southern California,CB,71.75,205,4.65,,40,125,4.16,,2,1,0.5,0,0,0,0,N
2006,dee webb,Florida,CB,70.75,183,4.45,,36.5,121,,,,,,,0,0,0,N
2007,anthony arline,Baylor,CB,73.75,199,4.45,12,34.5,124,4.46,7.02,6,29,4.8,0,0,0,0,N
2007,travarous bain,Hampton (VA),CB,72.25,182,4.46,10,,,,,,,,,0,0,0,N
2007,fred bennett,South Carolina,CB,72.88,196,4.49,17,38.5,125,4.3,6.67,9,43,4.8,0,0,0,0,Y
2007,tyron brackenridge,Washington State,CB,71.5,189,4.72,,,,,,3,42,14,1,0,0,0,N
2007,tarell brown,Texas,CB,70.63,190,4.47,17,33.5,111,4.37,7,3,42,14,0,0,0,0,Y
2007,michael coe,Alabama State,CB,72.63,190,4.56,17,35,122,4.31,6.78,,,,,0,0,0,Y
2007,duane coleman,Clemson,CB,69.38,199,4.59,18,35.5,120,4.51,7.18,1,6,6,0,0,0,0,N
2007,leon hall,Michigan,CB,71.25,193,4.42,15,37.5,125,4.07,6.5,12,23,1.9,0,1,1,1,Y
2007,chris houston,Arkansas,CB,69.88,185,4.37,27,36,122,4.12,6.94,3,129,43,1,0,0,0,Y
2007,daymeion hughes,California,CB,70.13,190,4.68,16,28.5,114,4.43,7.28,15,344,22.9,4,1,1,1,Y
2007,david irons,Auburn,CB,70.25,190,4.5,11,29.5,111,4.3,7.18,2,0,0,0,0,0,0,Y
2007,reggie lewis,Florida,CB,70,204,4.57,14,34,119,,7.13,5,35,7,0,0,0,0,N
2007,trumaine mcbride,Mississippi,CB,69.13,185,4.6,14,34.5,122,4.32,6.96,4,101,25.3,1,0,0,0,Y
2007,marcus mccauley,Frenso State (CA),CB,72.75,203,4.4,17,36,129,4.17,6.61,4,78,19.5,0,0,0,0,Y
2007,brandon mcdonald,Memphis,CB,70.88,181,4.61,17,33,118,4.76,7.44,7,158,22.6,0,0,0,0,Y
2007,aaron ross,Texas,CB,72.5,193,4.46,17,34,118,4.15,6.67,10,111,11.1,0,1,0,1,Y
2007,kenny scott,Georgia Tech,CB,72.88,179,4.4,10,40,127,,,5,81,16.2,2,0,0,0,N
2007,bo smith,Weber State (UT),CB,70.25,193,4.48,14,33.5,,,,,,,,0,0,0,N
2007,ryan smith,Florida,CB,70.25,174,4.54,11,,122,4.09,6.88,8,44,5.5,0,0,0,0,Y
2007,jonathan wade,Tennessee,CB,70,195,4.4,,40.5,126,4.4,7.07,6,112,18.7,1,0,0,0,Y
2007,chaz williams,Louisiana-Monroe,CB,71.13,196,4.75,13,32.5,108,,,8,209,26.1,2,0,0,0,N
2007,cj wilson,Baylor,CB,73.3,195,4.63,,37.5,127,4.2,6.81,9,152,16.9,1,0,0,0,Y
2007,josh wilson,Maryland,CB,69.25,189,4.42,20,36.5,120,4.43,7.07,2,27,13.5,0,0,0,0,Y
2007,eric wright,Nevada Las Vegas,CB,70.6,192,4.37,16,36.5,123,4.23,6.93,,,,,0,0,0,Y
2008,zackary bowman,Nebraska,CB,72.13,197,4.44,18,30.5,122,4.21,7.1,3,0,0,0,0,0,0,N
2008,tyvon branch,Connecticut,CB,71.38,204,4.35,19,34,120,4.4,,3,15,5,0,0,0,0,Y
2008,antoine cason,Arizona,CB,72.25,191,4.55,20,35.5,128,4.08,,15,349,23.3,3,1,1,1,Y
2008,brandon flowers,Virginia Tech,CB,69.75,189,4.59,14,30,117,,,10,172,17.2,2,0,0,0,Y
2008,wilrey fontenot,Arizona,CB,68.75,171,4.48,18,34,128,4.26,7.29,5,58,11.6,0,0,0,0,Y
2008,charles godfrey,Iowa,CB,71.75,207,4.48,14,32.5,121,4.4,7.28,7,38,5.4,0,0,0,0,Y
2008,michael grant,Arkansas,CB,70.25,186,4.41,14,30.5,116,4.1,7.08,9,15,1.7,0,0,0,0,N
2008,chevis jackson,Louisiana State,CB,72,192,4.65,13,36,125,4.15,6.96,8,62,7.8,0,0,0,0,Y
2008,mike jenkins,South Florida,CB,70.25,197,4.43,18,34,117,4.4,7.21,6,41,6.8,0,0,0,0,Y
2008,justin king,Penn State,CB,70.88,192,4.38,14,34,127,4.31,7.14,3,6,2,0,0,0,0,Y
2008,patrick lee,Auburn,CB,72,200,4.45,15,31,120,4.3,7.07,5,52,10.4,8,0,0,0,Y
2008,dwight lowery,San Jose State,CB,71.13,201,4.69,16,33.5,116,4.38,7.31,13,147,11.3,1,0,0,0,Y
2008,leodis mckelvin,Troy (AL),CB,70.25,190,4.4,17,33.5,121,4.1,7.06,4,62,15.5,0,0,0,0,N
2008,justin mckinney,Kansas State,CB,69.38,188,4.61,11,29.5,109,,,6,36,6,0,0,0,0,N
2008,antwaun molden,Eastern Kentucky,CB,72.75,198,4.44,23,37.5,129,4.14,6.85,,,,,0,0,0,Y
2008,tracy porter,Indiana,CB,70.88,188,4.49,18,34,123,4.07,7.2,16,413,25.8,1,0,0,0,Y
2008,matterral richardson,Arkansas,CB,71,194,4.76,14,,114,4.36,7.01,4,55,13.8,0,0,0,0,N
2008,dominique rodgerscromartie,Tennessee State,CB,73.5,184,4.36,17,38.5,131,4.17,6.74,,,,,0,0,0,Y
2008,orlando scandrick,Boise State,CB,70,192,4.36,,33.5,125,,6.83,4,117,29.3,1,0,0,0,Y
2008,brandon sumrall,Southern Mississippi,CB,69.88,195,4.67,,30.5,123,4.1,6.76,12,145,12.1,1,0,0,0,N
2008,aqib talib,Kansas,CB,72.75,202,4.5,10,38,131,4.22,6.82,13,322,24.8,2,1,1,1,Y
2008,darnell terrell,Missouri,CB,73.75,203,4.49,15,34,125,,,3,25,8.3,0,0,0,0,N
2008,terrell thomas,Southern California,CB,72.5,202,4.54,14,30.5,123,,7.18,8,80,10,0,0,0,0,Y
2008,dejuan tribble,Boston College,CB,68.75,189,4.63,13,32,114,,,15,145,9.7,3,0,0,0,Y
2008,justin tryon,Arizona State,CB,69.13,190,4.54,21,32.5,119,4.28,7.41,4,102,25.5,1,0,0,0,Y
2008,marcus walker,Oklahoma,CB,70.38,191,4.57,,35.5,122,4.07,6.8,3,56,18.7,1,0,0,0,N
2008,terrence wheatley,Colorado,CB,69.63,187,4.43,17,36.5,128,4.17,6.74,14,154,11,2,0,0,0,Y
2008,jonathan wilhite,Auburn,CB,69.5,185,4.45,20,33.5,119,,,3,0,0,0,0,0,0,Y
2008,jack williams,Kent State (OH),CB,69,186,4.56,19,35.5,121,,6.91,13,209,16.1,0,0,0,0,Y
2008,trae williams,South Florida,CB,69,193,4.54,,29.5,110,,,16,219,13.7,4,0,0,0,Y
2008,jonathan zenon,Louisiana State,CB,71.8,191,4.64,,33,,,,9,170,18.9,3,0,0,0,N
2009,asher allen,Georgia,CB,69.5,194,4.48,22,35,115,4.3,6.93,3,4,1.3,0,0,0,0,Y
2009,kevin barnes,Maryland,CB,72.25,187,4.45,,38.5,128,3.96,6.72,6,82,13.7,0,0,0,0,Y
2009,joe burnett,Central Florida,CB,69.38,192,4.58,22,35.5,118,4.25,6.68,16,262,16.4,0,0,0,0,Y
2009,darius butler,Connecticut,CB,70.38,183,4.41,,43,134,4.18,6.92,10,213,21.3,2,0,0,0,Y
2009,don carey,Norfolk State (VA),CB,71.25,192,4.49,18,,,,,,,,,0,0,0,Y
2009,vontae davis,Illinois,CB,71.13,203,4.4,25,36,125,4.07,6.75,7,12,1.7,0,0,0,0,Y
2009,bradley fletcher,Iowa,CB,72.38,196,4.47,20,38.5,122,4.29,7.04,5,5,1,0,0,0,0,Y
2009,coye francies,San Jose State,CB,72.38,185,4.63,24,36,123,4.24,6.81,3,17,5.7,0,0,0,0,Y
2009,cary harris,Southern California,CB,71.38,187,4.58,18,,,,,5,14,2.8,0,0,0,0,Y
2009,victor harris,Virginia Tech,CB,71.25,198,4.68,,33.5,118,3.98,6.68,15,278,18.5,4,0,0,0,Y
2009,brandon hughes,Oregon State,CB,70.5,182,4.4,8,36.5,128,4.23,6.9,3,4,1.3,0,0,0,0,Y
2009,malcolm jenkins,Ohio State,CB,72.13,204,4.51,15,33,124,4.08,6.59,11,159,14.5,2,1,1,1,Y
2009,bruce johnson,Miami (FL),CB,69.5,170,4.49,6,34.5,125,4.05,6.71,2,0,0,0,0,0,0,N
2009,domonique johnson,Jackson State (MS),CB,74,198,4.5,7,32,116,4.3,7,2,13,6.5,0,0,0,0,N
2009,keenan lewis,Oregon State,CB,73,195,4.47,19,33.5,123,,,7,72,10.3,1,0,0,0,Y
2009,sherrod martin,Troy (AL),CB,73,198,4.43,12,36,123,3.98,6.6,9,73,8.1,0,0,0,0,Y
2009,dj moore,Vanderbilt,CB,68.88,192,4.56,17,39.5,118,4.28,7.01,13,109,8.4,1,0,0,0,Y
2009,ryan mouton,Hawaii,CB,69,187,4.51,18,39.5,129,,,3,150,50,1,0,0,0,Y
2009,captain munnerlyn,South Carolina,CB,68.5,182,4.51,19,37.5,121,4.2,7.15,5,39,7.8,0,0,0,0,Y
2009,christopher owens,San Jose State,CB,69.75,181,4.44,14,34.5,110,4.16,6.93,13,132,10.2,0,0,0,0,Y
2009,ryan palmer,Texas,CB,68.13,190,4.54,16,36.5,121,4.29,7.12,4,52,13,1,0,0,0,N
2009,jerraud powers,Auburn,CB,69.13,188,4.51,15,36.5,122,4.08,7.09,6,35,5.8,0,0,0,0,Y
2009,lydell sargeant,Penn State,CB,68.88,190,4.49,15,35,117,4.21,7,7,93,13.3,0,0,0,0,N
2009,alphonso smith,Wake Forest,CB,69,193,4.47,13,34,125,4.38,7.09,21,254,12.1,4,1,1,1,Y
2009,deangelo smith,Cincinnati,CB,70.63,194,4.5,17,31.5,109,4.35,7.27,12,179,14.9,2,0,0,0,Y
2009,sean smith,Utah,CB,75.5,214,4.5,10,34,119,4.15,6.92,9,151,16.8,1,0,0,0,Y
2009,morgan trent,Michigan,CB,72.63,193,4.5,23,38,127,4.01,7.05,7,3,0.4,0,0,0,0,Y
2009,donald washington,Ohio State,CB,72.25,197,4.5,9,45,135,4.2,6.84,2,104,52,1,0,0,0,Y
2009,lardarius webb,Nicholls State (LA),CB,69.75,179,4.35,15,36.5,121,4.1,6.77,,,,,0,0,0,Y
2009,jahi worddaniels,Georgia Tech,CB,72,197,4.59,24,35.5,122,,,,,,,0,0,0,N
2009,deandre wright,New Mexico,CB,71,198,4.52,17,34.5,122,4.44,7,10,150,15,0,0,0,0,Y
2010,javier arenas,Alabama,CB,68.63,197,4.6,,,112,,,6,88,14.7,1,1,1,1,Y
2010,cornelius brown,Texas-El Paso,CB,70.88,198,4.59,11,31.5,118,4.24,6.87,7,123,17.6,0,0,0,0,N
2010,crezdon butler,Clemson,CB,71.75,191,4.43,17,39.5,121,4.23,7.08,11,243,22.1,0,0,0,0,Y
2010,chris chancellor,Clemson,CB,69.13,177,4.49,14,34,115,4.07,6.85,9,120,13.3,0,0,0,0,N
2010,chris cook,Virginia,CB,74,212,4.45,7,38,132,4.23,6.88,7,121,17.3,1,0,0,0,Y
2010,perrish cox,Oklahoma State,CB,71.38,195,4.58,12,32.5,113,,,10,33,3.3,0,0,0,0,Y
2010,dominique franks,Oklahoma,CB,71,194,4.46,10,33.5,117,4.33,7.32,6,149,24.8,2,0,0,0,Y
2010,brandon ghee,Wake Forest,CB,71.63,192,4.37,15,37,127,4.07,6.75,1,0,0,0,0,0,0,Y
2010,joe haden,Florida,CB,70.75,193,4.52,18,35,125,4.34,6.94,8,166,20.8,0,1,1,1,Y
2010,chris hawkins,Louisiana State,CB,72.13,187,4.43,16,35,118,4.46,6.91,5,-7,-1.4,0,0,0,0,N
2010,brian jackson,Oklahoma,CB,72.63,202,4.65,20,35.5,120,4.22,6.76,7,45,6.4,0,0,0,0,N
2010,kareem jackson,Alabama,CB,70.5,196,4.4,13,37.5,118,4.14,6.92,5,164,32.8,0,0,0,0,Y
2010,aj jefferson,Frenso State (CA),CB,72.13,193,4.42,7,44,126,4,6.72,,,,,0,0,0,N
2010,trevard lindley,Kentucky,CB,71.25,183,4.51,9,38.5,116,4.27,6.81,10,113,11.3,2,0,0,0,Y
2010,devin mccourty,Rutgers,CB,70.75,193,4.38,16,36,126,4.07,6.7,6,105,17.5,2,0,0,0,Y
2010,joshua moore,Kansas State,CB,70.88,188,4.5,2,36.5,122,4.07,6.74,6,27,4.5,0,0,0,0,Y
2010,jerome murphy,South Florida,CB,72.25,196,4.5,16,38,127,4.05,6.87,8,70,8.8,0,0,0,0,Y
2010,akwasi owusuansah,Indiana (PA),CB,72.25,207,4.32,,35.5,120,4.32,6.84,,,,,0,0,0,Y
2010,david pender,Purdue,CB,72,180,4.37,8,39,124,,,3,0,0,0,0,0,0,N
2010,patrick robinson,Florida State,CB,71.25,190,4.46,15,39,122,,6.78,7,87,12.4,0,0,0,0,Y
2010,devin ross,Arizona,CB,70,183,4.64,16,40,119,,7.07,5,71,14.2,1,0,0,0,N
2010,amari spievey,Iowa,CB,70.88,195,4.52,,35,116,,,6,127,21.2,1,0,0,0,Y
2010,earl thomas,Texas,CB,70,202,4.43,21,,113,,,10,149,14.9,2,1,1,1,Y
2010,kevin thomas,Southern California,CB,72,192,4.41,19,34.5,126,4.18,6.82,3,53,17.7,1,0,0,0,Y
2010,sydquan thompson,California,CB,69.25,186,4.62,,33,117,4.26,6.73,7,204,29.1,0,0,0,0,Y
2010,alterraun verner,UCLA,CB,70.13,189,4.52,11,32,116,4.12,6.7,13,357,27.5,4,0,0,0,Y
2010,jamar wall,Texas Tech,CB,70.25,204,4.52,15,,,,,9,45,5,0,0,0,0,Y
2010,kyle wilson,Boise State,CB,70,194,4.43,25,,,,,11,139,12.6,2,0,0,0,Y
2011,cortez allen,Citadel (SC),CB,73.25,197,4.5,18,35.5,129,4.01,6.76,,,,,0,0,0,Y
2011,prince amukamara,Nebraska,CB,72,206,4.38,15,38,128,4.08,6.97,5,63,12.6,0,1,1,1,Y
2011,niles brinkley,Wisconsin,CB,69.5,193,4.54,15,33.5,120,,7.23,6,69,11.5,0,0,0,0,N
2011,chykie brown,Texas,CB,71.25,190,4.49,,36.5,120,4,6.5,2,15,7.5,0,0,0,0,Y
2011,curtis brown,Texas,CB,71.63,185,4.51,10,39.5,128,4,6.59,2,151,75.5,1,0,0,0,Y
2011,jalil brown,Colorado,CB,72.63,204,4.52,24,35.5,116,4.25,6.85,6,90,15,0,0,0,0,Y
2011,kendric burney,North Carolina,CB,69.38,186,4.71,14,32.5,112,,,11,358,32.5,3,0,0,0,N
2011,brandon burton,Utah,CB,71.63,190,4.5,18,32,118,4.07,6.93,3,69,23,0,0,0,0,Y
2011,mario butler,Georgia Tech,CB,72.13,182,4.65,,30.5,120,4.37,7.09,4,87,21.8,1,0,0,0,N
2011,rashad carmichael,Virginia Tech,CB,70,192,4.53,13,31,116,4.06,6.69,10,158,15.8,2,0,0,0,Y
2011,chimdi chekwa,Ohio State,CB,71.75,191,4.38,,34.5,126,,,6,50,8.3,0,0,0,0,Y
2011,vance cuff,Georgia,CB,70,178,4.53,,36,120,4.09,6.91,1,30,30,1,0,0,0,N
2011,rasi dowling,Virginia,CB,73.38,198,4.4,19,,,,,,,,,0,0,0,Y
2011,marcus gilchrist,Clemson,CB,70,195,4.45,26,38.5,119,4.12,6.81,1,0,0,0,0,0,0,Y
2011,brandon harris,Miami (FL),CB,69.5,191,4.46,13,35.5,113,4.12,6.77,4,35,8.8,0,0,0,0,Y
2011,brandon hogan,West Virginia,CB,70.25,192,4.43,19,,,,,7,156,22.3,0,0,0,0,Y
2011,davon house,New Mexico State,CB,72.5,200,4.44,14,33.5,109,4.12,6.65,11,319,29,3,0,0,0,Y
2011,curtis marsh,Utah State,CB,72.5,197,4.42,12,37.5,123,4.07,6.87,3,0,0,0,0,0,0,Y
2011,byron maxwell,Clemson,CB,72.25,202,4.43,24,33,124,,,4,4,1,0,0,0,0,Y
2011,andrew mcgee,Oklahoma State,CB,71.25,195,4.71,,34,117,,,6,90,15,0,0,0,0,N
2011,johnny patrick,Louisville,CB,70.63,191,4.59,13,32,110,4.16,,9,102,11.3,1,0,0,0,Y
2011,patrick peterson,Louisiana State,CB,72.25,219,4.31,15,38,126,4.07,6.58,7,171,24.4,1,1,1,1,Y
2011,justin rogers,Richmond (VA),CB,70.5,180,4.45,14,33,114,4.2,7.21,,,,,0,0,0,Y
2011,chris rucker,Michigan State,CB,72.5,195,4.55,10,,,,,,,,,0,0,0,Y
2011,kevin rutland,Missouri,CB,71.63,190,4.58,12,35.5,115,4.15,6.92,6,76,12.7,0,0,0,0,N
2011,richard sherman,Stanford,CB,74.63,195,4.54,16,38,125,4.33,6.82,6,82,13.7,1,0,0,0,Y
2011,buster skrine,Tennessee-Chattanooga,CB,69.5,186,4.37,20,37,122,3.9,6.44,,,,,0,0,0,Y
2011,jimmy smith,Colorado,CB,74.25,211,4.42,24,36,123,4.06,6.93,3,41,13.7,1,0,0,0,Y
2011,josh thomas,Buffalo,CB,70.25,191,4.46,13,38.5,126,4.15,6.99,2,22,11,0,0,0,0,Y
2011,brandyn thompson,Boise State,CB,69.25,189,4.5,13,33.5,114,4.12,6.66,13,130,10,1,0,0,0,Y
2011,devon torrence,Ohio State,CB,71.63,199,4.68,,33,111,4.09,6.95,4,78,19.5,1,0,0,0,N
2011,demarcus van dyke,Miami (FL),CB,72.75,176,4.25,5,33.5,,4.09,6.97,3,69,23,0,0,0,0,Y
2011,aaron williams,Texas,CB,71.88,204,4.55,18,37.5,127,4.07,6.72,4,81,20.3,1,0,0,0,Y
2011,shareece wright,Southern California,CB,71,185,4.41,16,34.5,113,,,1,0,0,0,0,0,0,Y
2012,dwight bentley,Louisiana-Lafayette,CB,70,182,4.42,13,31.5,114,4.5,6.99,7,198,28.3,3,0,0,0,Y
2012,robert blanton,Notre Dame,CB,72.75,208,4.66,12,34,116,3.97,6.71,8,128,16,1,0,0,0,Y
2012,omar bolden,Arizona State,CB,70.38,202,4.54,24,,,,,7,114,16.3,2,0,0,0,Y
2012,brandon boykin,Georgia,CB,69.5,182,4.44,,,,,,9,36,4,0,0,0,0,Y
2012,ron brooks,Louisiana State,CB,70,190,4.37,12,38,120,,,3,106,35.3,3,0,0,0,Y
2012,charles brown,North Carolina,CB,69,202,4.53,18,35.5,114,4.06,6.94,8,193,24.1,1,0,0,0,N
2012,morris claiborne,Louisiana State,CB,71.13,188,4.5,,34.5,118,4.12,7.01,11,274,24.9,1,1,1,1,Y
2012,alfonzo dennard,Nebraska,CB,70,204,4.48,,37,121,,,4,31,7.8,1,0,0,0,Y
2012,antonio fenelus,Wisconsin,CB,67.88,190,4.57,20,32,109,4.2,6.8,9,55,6.1,1,0,0,0,N
2012,jamell fleming,Oklahoma,CB,70.63,206,4.43,23,34,125,3.97,6.71,7,82,11.7,1,0,0,0,Y
2012,terrence frederick,Texas A&M,CB,70.13,187,4.44,16,35,121,4.03,6.59,4,92,23,0,0,0,0,Y
