year,name,college,position,height_in,weight_lbs,40yards,benchpress,vert_leap_in,broad_jump_in,shuttle,3cone,hasawards,allamerican,drafted
2011,jonas mouton,Michigan,OLB,73,239,4.84,,31.5,115,4.34,7.08,0,0,Y
2011,brooks reed,Arizona,OLB,74.5,263,4.65,30,30.5,113,4.28,7.11,0,0,Y
2011,brian rolle,Ohio State,OLB,69.63,229,4.53,28,33,115,4.26,6.89,0,0,Y
2011,kelvin sheppard,Louisiana State,ILB,73.88,250,4.64,22,33.5,110,4.28,,0,0,Y
2011,darryl smith,Appalachian State (NC),OLB,70.63,239,4.75,20,31,104,4.45,7.35,0,0,N
2011,quan sturdivant,North Carolina,ILB,73,241,4.63,21,34,115,4.5,,0,0,Y
2011,james thomas,West Virginia,OLB,73,241,4.65,23,30.5,114,4.28,7.23,0,0,Y
2011,chris white,Mississippi State,ILB,74.75,240,4.68,17,34,115,4.25,6.95,0,0,Y
2011,lawrence wilson,Connecticut,OLB,72.88,229,4.71,24,32.5,113,4.5,7.23,0,0,Y
2011,martez wilson,Illinois,ILB,76,250,4.42,23,36,124,4.28,7.04,0,0,Y
2011,kenneth wright,Mississippi State,OLB,75,246,4.75,20,32,120,4.46,7.26,0,0,N
2012,emmanuel acho,Texas,OLB,73.63,238,4.64,24,35.5,118,,,0,0,Y
2012,ryan baker,Louisiana State,OLB,71.38,232,4.8,30,34,113,4.35,7.21,0,0,N
2012,nigel bradham,Florida State,OLB,73.88,241,4.56,24,37,121,4.37,7.18,0,0,Y
2012,zach brown,North Carolina,OLB,73.25,244,4.44,,33.5,116,,,0,0,Y
2012,vontaze burfict,Arizona State,ILB,73.38,248,5,,30,104,,,0,0,N
2012,miles burris,San Diego State,OLB,74.13,246,4.73,31,37.5,121,,,0,0,Y
2012,tank carder,Texas Christian,ILB,74.38,236,4.58,19,34.5,121,4.18,6.89,1,0,Y
2012,audie cole,North Carolina State,ILB,76.13,246,4.76,15,35,114,4.29,6.96,0,0,Y
2012,lavonte david,Nebraska,OLB,72.63,233,4.57,19,36.5,119,4.22,7.28,0,0,Y
2012,demario davis,Arkansas State,OLB,74,235,4.49,32,38.5,124,4.28,7.19,0,0,Y
2012,darius fleming,Notre Dame,OLB,73.63,245,4.71,27,33.5,114,4.28,7.03,0,0,Y
2012,chris galippo,Southern California,ILB,73.5,241,4.73,19,29.5,107,4.1,6.9,0,0,N
2012,najee goode,West Virginia,ILB,72.13,244,4.55,,35.5,117,,,0,0,Y
2012,donta hightower,Alabama,ILB,74.25,265,4.62,,32,,,,1,1,Y
2012,melvin ingram,South Carolina,OLB,73.5,264,4.69,28,34.5,109,4.18,6.83,1,1,Y
2012,bruce irvin,West Virginia,OLB,75,245,4.41,23,33.5,123,4.03,6.7,0,0,Y
2012,jamesmichael johnson,Nevada,ILB,73.13,241,4.6,23,37,124,4.37,7.34,0,0,Y
2012,steven johnson,Kansas,OLB,72.5,239,4.71,16,36,113,4.38,7.32,0,0,N
2012,josh kaddu,Oregon,OLB,75.13,239,4.67,20,34,119,,,0,0,Y
2012,mychal kendricks,California,ILB,71.13,239,4.44,24,39.5,127,4.19,,1,0,Y
2012,luke kuechly,Boston College,ILB,75.25,242,4.58,27,38,123,4.12,6.92,1,1,Y
2012,ronnell lewis,Oklahoma,OLB,73.75,253,4.65,36,31,112,4.4,7.09,0,0,Y
2012,travis lewis,Oklahoma,OLB,73.38,246,4.83,22,36,122,,,0,0,Y
2012,brandon lindsey,Pittsburgh,OLB,73.63,254,4.85,23,33,117,4.28,7.36,0,0,N
2012,shawn loiseau,Merrimack (MA),ILB,72.5,244,4.74,19,32.5,109,,,0,0,N
2012,terrell manning,North Carolina State,OLB,74.13,237,4.71,22,32.5,114,4.43,7.18,0,0,Y
2012,brandon marshall,Nevada,OLB,73.38,242,4.72,28,30.5,108,4.09,7.05,0,0,Y
2012,jonathan massaquoi,Troy (AL),OLB,74.13,264,4.81,20,33.5,120,4.53,7.38,0,0,Y
2012,shea mcclellin,Boise State,OLB,75.38,260,4.62,19,31.5,118,4.33,7.07,0,0,Y
2012,caleb mcsurdy,Montana,ILB,73.25,245,4.82,26,30,110,4.28,7.26,0,0,Y
2012,tyler nielsen,Iowa,OLB,75.38,238,4.63,21,,,4.31,7.27,0,0,N
2012,keenan robinson,Texas,ILB,75,242,4.72,27,35.5,120,,,0,0,Y
2012,sean spence,Miami (FL),OLB,71.38,231,4.66,12,33.5,119,4.28,7.46,0,0,Y
2012,nathan stupar,Penn State,OLB,73.63,241,4.65,21,31,116,4.28,6.84,0,0,Y
2012,danny trevathan,Kentucky,OLB,72.25,237,4.75,18,31.5,111,,,0,0,Y
2012,bobby wagner,Utah State,OLB,73,241,4.46,,,,,,0,0,Y
2012,tahir whitehead,Temple,OLB,73.25,233,4.62,21,37,124,4.37,7.14,0,0,Y
2012,kyle wilber,Wake Forest,OLB,76,249,4.73,25,33.5,117,4.31,7.11,0,0,Y
2013,sam barrington,South Florida,ILB,72.88,246,4.91,22,32.5,117,,,0,0,Y
2013,steve beauharnais,Rutgers,ILB,72.88,240,4.84,19,33,118,4.2,6.99,0,0,Y
2013,jon bostic,Florida,ILB,72.88,245,4.61,22,32.5,118,4.24,6.99,0,0,Y
2013,arthur brown,Kansas State,OLB,72.38,241,4.62,,,116,,,0,0,Y
2013,jamie collins,Southern Mississippi,OLB,75.5,250,4.64,19,41.5,139,4.32,7.1,0,0,Y
2013,zaviar gooden,Missouri,OLB,73.5,234,4.47,27,34,131,4.18,6.71,0,0,Y
2013,khaseem greene,Rutgers,OLB,72.75,241,4.71,17,30,116,4.2,7.58,1,0,Y
2013,brandon hepburn,Florida A&M,ILB,74.5,240,4.68,21,32,124,4.55,7.4,0,0,Y
2013,gerald hodges,Penn State,OLB,73,243,4.78,22,,119,,,0,0,Y
2013,devonte holloman,South Carolina,OLB,73.38,243,4.76,15,33,113,4.26,7.3,0,0,Y
2013,brandon jenkins,Florida State,OLB,74.5,251,4.69,18,,,,,0,0,Y
2013,jelani jenkins,Florida,OLB,72.5,243,4.54,27,,,,,0,0,Y
2013,jarvis jones,Georgia,OLB,75,241,4.74,,,,,,1,1,Y
2013,aj klein,Iowa State,ILB,73.25,250,4.66,20,,113,,,1,0,Y
2013,john lotulelei,Nevada Las Vegas,OLB,71.38,233,4.84,25,35.5,117,4.3,6.91,0,0,N
2013,brandon magee,Arizona State,OLB,71,223,4.74,,,114,,,0,0,N
2013,michael mauti,Penn State,OLB,73.88,243,4.83,28,,,,,0,0,Y
2013,barkevious mingo,Louisiana State,OLB,76.25,241,4.58,,37,128,4.39,6.84,0,0,Y
2013,kevin minter,Louisiana State,ILB,71.75,246,4.81,25,33,119,,,0,0,Y
2013,nick moody,Florida State,OLB,73,236,4.71,17,,118,,,0,0,Y
2013,sio moore,Connecticut,OLB,72.75,245,4.65,29,38,127,4.31,7.49,0,0,Y
2013,alec ogletree,Georgia,OLB,74.5,242,4.7,20,33.5,122,4.39,7.16,0,0,Y
2013,sean porter,Texas A&M,OLB,73.25,229,4.75,22,35,119,,,0,0,Y
2013,keith pough,Howard (DC),OLB,73.75,239,4.9,17,33,118,4.47,7.28,0,0,N
2013,ty powell,Harding (AR),OLB,74.13,249,4.64,28,37,122,4.4,6.98,0,0,Y
2013,kevin reddick,North Carolina,ILB,73.38,243,4.72,23,,113,,,0,0,N
2013,etienne sabino,Ohio State,OLB,74,247,4.75,24,,114,,,0,0,N
2013,jonathan stewart,Texas A&M,ILB,75.75,242,4.68,19,31,118,4.53,7.44,0,0,N
2013,bruce taylor,Virginia Tech,ILB,73.38,234,5.01,19,30.5,115,4.39,7.21,0,0,N
2013,manti teo,Notre Dame,ILB,73.25,241,4.82,,33,113,4.27,7.13,1,1,Y
2013,chase thomas,Stanford,OLB,75.25,244,4.91,18,32,113,4.31,7.17,0,0,N
2013,nathan williams,Ohio State,OLB,75,241,4.88,24,35,113,4.44,6.99,0,0,N
2013,trevardo williams,Connecticut,OLB,73.25,241,4.57,30,38,124,,,0,0,Y
2013,tom wort,Oklahoma,ILB,73,235,4.78,21,31.5,111,4.51,7.41,0,0,N
2014,anthony barr,UCLA,OLB,76.88,255,4.66,15,34.5,117,4.19,6.82,1,1,Y
2014,lamin barrow,Louisiana State,ILB,73.38,237,4.64,22,35,123,4.35,7.24,0,0,Y
2014,chris borland,Wisconsin,ILB,71.5,248,4.83,27,31,113,4.27,7.18,1,0,Y
2014,carl bradford,Arizona State,OLB,72.75,250,4.76,23,37.5,122,4.3,7.25,0,0,Y
2014,jonathan brown,Illinois,OLB,72.38,238,5.03,16,31,108,4.56,7.77,0,0,N
2014,preston brown,Louisville,ILB,73.25,251,4.86,23,33,115,4.26,6.98,0,0,Y
2014,max bullough,Michigan State,ILB,75.5,249,4.78,30,31,111,4.3,7.22,0,0,N
2014,kasim edebali,Boston College,OLB,74,253,4.79,19,34.5,114,4.35,7.2,0,0,N
2014,khairi fortt,California,OLB,74.25,248,4.7,30,36,120,,,0,0,Y
2014,jeremiah george,Iowa State,ILB,71.25,234,4.91,28,33,115,,,0,0,Y
2014,anthony hitchens,Iowa,OLB,72.38,240,4.74,23,31.5,115,4.45,7.15,0,0,Y
2014,adrian hubbard,Alabama,OLB,78,257,4.69,,38.5,116,,,0,0,N
2014,christian jones,Florida State,ILB,75.13,240,4.74,,33.5,114,,,0,0,N
2014,howard jones,Shepherd (WV),OLB,74.5,235,4.6,21,40.5,123,4.41,7.16,0,0,N
2014,devon kennard,Southern California,OLB,75,249,4.7,23,30,112,4.32,7.25,0,0,Y
2014,christian kirksey,Iowa,OLB,73.75,233,4.72,16,32,122,,,0,0,Y
2014,boseko lokombo,Oregon,OLB,74.13,225,4.66,,,122,4.3,7.15,0,0,N
2014,khalil mack,Buffalo,OLB,74.63,251,4.65,23,40,127,4.18,7.08,1,0,Y
2014,james morris,Iowa,ILB,72.88,241,4.8,18,34.5,116,4.36,6.94,0,0,N
2014,cj mosley,Alabama,ILB,74,234,4.65,,35,116,4.4,7.3,1,1,Y
2014,jonathan newsome,Ball State (IN),OLB,74.63,247,4.73,21,34,116,4.63,7.31,0,0,Y
2014,kevin pierrelouis,Boston College,OLB,72.5,232,4.51,28,39,127,4.02,6.92,0,0,Y
2014,ronald powell,Florida,OLB,75.13,237,4.65,21,35.5,113,,,0,0,Y
2014,trevor reilly,Utah,OLB,76.75,245,4.67,26,,,,,0,0,Y
2014,ryan shazier,Ohio State,OLB,73.13,237,4.58,25,42,128,4.21,6.91,0,0,Y
2014,prince shembo,Notre Dame,OLB,73.38,253,4.71,26,38.5,122,4.31,7.29,0,0,Y
2014,yawin smallwood,Connecticut,ILB,74.25,246,,18,36.5,108,,,0,0,Y
2014,telvin smith,Florida State,OLB,75,218,4.52,,31.5,117,,,0,0,Y
2014,tyler starr,South Dakota,OLB,76.13,250,4.95,24,32,115,4.15,6.64,0,0,Y
2014,jordan tripp,Montana,OLB,74.75,234,4.67,22,37.5,120,3.96,6.89,0,0,Y
2014,kyle van noy,Brigham Young,OLB,75.13,243,4.71,21,32.5,111,4.2,7.22,0,0,Y
2014,avery williamson,Kentucky,ILB,73,246,4.66,25,30.5,120,4.07,7.11,0,0,Y
2014,jordan zumwalt,UCLA,OLB,76,235,4.76,,33,115,4.25,6.99,0,0,Y
2015,kwon alexander,Louisiana State,OLB,72.75,227,4.55,24,36,121,4.2,7.14,0,0,Y
2015,stephone anthony,Clemson,ILB,74.63,243,4.56,23,37,122,4.03,7.07,0,0,Y
2015,neiron ball,Florida,OLB,74.38,236,4.68,22,,,,,0,0,Y
2015,vic beasley,Clemson,OLB,75,246,4.53,35,41,130,4.15,6.91,1,1,Y
2015,aaron davis,Colorado State,OLB,71.63,225,4.95,16,29,107,4.37,7.38,0,0,N
2015,paul dawson,Texas Christian,ILB,72.13,235,4.93,21,28,109,4.49,,1,1,Y
2015,trey depriest,Alabama,ILB,72.38,254,4.92,,,,,,0,0,N
2015,xzavier dickson,Alabama,OLB,75.5,260,4.74,19,29.5,100,4.53,7.56,0,0,Y
2015,kyle emanuel,North Dakota State,OLB,75.25,255,4.77,27,34,120,4.25,7.1,0,0,Y
2015,dante fowler,Florida,OLB,74.63,261,4.6,19,32.5,112,4.32,7.4,0,0,Y
2015,alani fua,Brigham Young,OLB,76.75,238,4.73,18,34.5,118,4.15,6.83,0,0,N
2015,markus golden,Missouri,OLB,74.38,260,4.9,,,,,,0,0,Y
2015,geneo grissom,Oklahoma,OLB,75.38,262,4.81,20,37,117,4.38,7.24,0,0,Y
2015,bryce hager,Baylor,ILB,72.75,234,4.6,26,35,117,4.36,7.15,0,0,Y
2015,eli harold,Virginia,OLB,75.13,247,4.6,,35,123,4.16,7.07,0,0,Y
2015,ben heeney,Kansas,ILB,72.25,231,4.59,19,33.5,120,4,6.68,0,0,Y
2015,amarlo herrera,Georgia,ILB,72.63,244,4.83,23,32,111,4.27,7.35,0,0,Y
2015,jordan hicks,Texas,OLB,73.38,236,4.68,20,38,124,4.15,6.78,0,0,Y
2015,mike hull,Penn State,OLB,71.88,237,4.68,31,,,4.15,6.99,0,0,N
2015,taiwan jones,Michigan State,ILB,74.63,245,4.95,19,32,115,4.33,7.25,0,0,N
2015,eric kendricks,UCLA,ILB,72.25,232,4.61,19,38,124,,,1,0,Y
2015,lorenzo mauldin,Louisville,OLB,75.63,259,4.85,23,32,112,4.58,7.47,0,0,Y
2015,benardrick mckinney,Mississippi State,ILB,76.13,246,4.66,16,40.5,121,4.27,7.21,0,0,Y
2015,mark nzeocha,Wyoming,OLB,74.38,232,4.56,24,,,,,0,0,Y
2015,denzel perryman,Miami (FL),ILB,70.75,236,4.78,27,32,113,,,0,0,Y
2015,hayes pullard,Southern California,ILB,72.5,240,4.78,19,31,110,4.39,7.07,0,0,Y
2015,edmond robinson,Newberry (SC),OLB,74.63,245,4.61,20,37,121,4.38,7.49,0,0,Y
2015,jake ryan,Michigan,OLB,74.38,240,4.65,20,34.5,120,4.2,7.11,0,0,Y
2015,martrell spaight,Arkansas,OLB,71.88,236,4.88,25,35,120,,7.66,0,0,Y
2015,shaq thompson,Washington,OLB,72.13,228,4.64,,33.5,117,4.08,6.99,0,0,Y
2015,davis tull,Tennessee-Chattanooga,OLB,74.38,246,4.59,26,42.5,132,,,0,0,Y
2015,max valles,Virginia,OLB,76.63,251,4.83,,36.5,121,4.37,7.59,0,0,Y
2015,tony washington,Oregon,OLB,76,247,4.99,17,32.5,110,4.31,7.2,0,0,N
2015,damien wilson,Minnesota,ILB,72,245,4.77,22,37,119,4.2,7.21,0,0,Y
2015,ramik wilson,Georgia,ILB,74,237,4.77,23,35,111,4.51,,0,0,Y
2016,dominique alexander,Oklahoma,ILB,72.25,232,,17,28.5,104,,,0,0,N
2016,devante bond,Oklahoma,OLB,73.13,235,4.7,21,37.5,121,4.36,7.07,0,0,Y
2016,kentrell brothers,Missouri,ILB,72.38,245,4.89,19,28.5,110,4.11,6.99,0,0,Y
2016,beniquez brown,Mississippi State,OLB,72.75,229,4.77,18,31,110,4.28,7.07,0,0,N
2016,devondre campbell,Minnesota,OLB,75.63,232,4.58,16,34,116,,,0,0,Y
2016,sua cravens,Southern California,OLB,72.75,226,,16,27,114,,,0,0,Y
2016,steven daniels,Boston College,ILB,71.5,243,4.86,16,32,112,4.54,7.33,0,0,Y
2016,kyler fackrell,Utah State,OLB,77,245,4.72,15,34.5,121,,,0,0,Y
2016,travis feeney,Washington,OLB,75.63,230,4.5,,40,130,4.42,7.2,0,0,Y
2016,leonard floyd,Georgia,OLB,77.63,244,4.6,,39.5,127,,,0,0,Y
2016,josh forrest,Kentucky,ILB,75.13,249,4.91,11,30.5,118,,,0,0,Y
2016,kris frost,Auburn,OLB,74.13,240,4.97,,29,113,,,0,0,N
2016,bj goodson,Clemson,ILB,72.63,242,4.69,30,34.5,118,4.51,7.05,0,0,Y
2016,myles jack,UCLA,OLB,73,245,,19,,,,,0,0,Y
2016,jordan jenkins,Georgia,OLB,74.63,259,4.8,16,36.5,121,,,0,0,Y
2016,cj johnson,Mississippi,ILB,73.38,234,4.81,,,,4.52,,0,0,N
2016,deion jones,Louisiana State,OLB,72.88,222,4.59,,33,120,,,0,0,Y
2016,raphael kirby,Miami (FL),ILB,72,236,,27,,,,,0,0,N
2016,nick kwiatkoski,West Virginia,ILB,74,243,4.73,19,32,120,4.22,7.16,0,0,Y
2016,darron lee,Ohio State,OLB,72.75,232,4.47,17,35.5,133,4.2,7.12,0,0,Y
2016,cory littleton,Washington,OLB,75.13,238,4.73,,29.5,114,4.32,7.11,0,0,N
2016,steve longa,Rutgers,OLB,72.63,241,4.78,19,32,116,4.56,7.5,0,0,N
2016,blake martinez,Stanford,ILB,73.63,237,4.71,22,28.5,113,4.2,6.98,0,0,Y
2016,tyler matakevich,Temple,ILB,72,238,4.81,22,31,112,4.5,7.19,1,1,Y
2016,cassanova mckinzy,Auburn,ILB,73,248,,21,,,,,0,0,N
2016,jared norris,Utah,ILB,73.25,241,4.8,19,29.5,114,4.52,,0,0,N
2016,montese overton,East Carolina (NC),OLB,73.75,223,4.61,18,34,123,4.47,7.15,0,0,N
2016,gionni paul,Utah,ILB,70.13,231,5.05,22,31,113,,,0,0,N
2016,joshua perry,Ohio State,OLB,75.75,254,4.68,20,33.5,124,,,0,0,Y
2016,reggie ragland,Alabama,ILB,73.25,247,4.72,,31.5,116,4.28,,1,1,Y
2016,joe schobert,Wisconsin,OLB,73.38,244,4.76,22,33.5,111,4.3,7.11,0,0,Y
2016,terrance smith,Florida State,OLB,74.88,235,4.77,19,34.5,120,,,0,0,N
2016,eric striker,Oklahoma,OLB,71,227,4.8,23,30,116,4.46,7.3,0,0,N
2016,nick vigil,Utah State,ILB,74.38,239,4.72,,31.5,115,4,6.73,0,0,Y
2016,stephen weatherly,Vanderbilt,OLB,76.38,267,4.61,23,31,117,,,0,0,Y
2016,scooby wright,Arizona,ILB,71,239,4.9,22,31,113,4.47,,1,1,N
2017,brian allen,Utah,DB,74.88,215,4.48,15,34.5,117,4.34,6.64,0,0,Y
2017,ryan anderson,Alabama,OLB,74.13,253,4.78,,,,,,0,0,Y
2017,alex anzalone,Florida,LB,75,241,4.63,16,30.5,116,,6.88,0,0,Y
2017,kendell beckwith,Louisiana State,ILB,74.13,243,,20,,,,,0,0,Y
2017,vince biegel,Wisconsin,OLB,75.13,246,4.67,21,33.5,118,,6.92,0,0,Y
2017,ben boulware,Clemson,ILB,72,238,,20,29.5,111,,7.02,0,0,N
2017,tyus bowser,Houston,LB,74.63,247,4.65,21,37.5,127,4.29,6.75,0,0,Y
2017,blair brown,Ohio,LB,71.5,238,4.65,,37,124,,6.92,0,0,Y
2017,jayon brown,UCLA,LB,71.75,231,4.7,17,31.5,120,,,0,0,Y
2017,riley bullough,Michigan State,LB,73.63,226,,20,31.5,116,4.38,,0,0,N
2017,chuck clark,Virginia Tech,DB,71.63,208,4.54,16,34,122,4.07,6.85,0,0,Y
2017,zach cunningham,Vanderbilt,LB,75.25,234,4.67,15,35,125,,7.03,1,1,Y
2017,jarrad davis,Florida,LB,73.25,238,,,,,4.39,,0,0,Y
2017,kevin davis,Colorado State,LB,73.75,235,4.91,11,30.5,110,4.5,7.18,0,0,N
2017,darius english,South Carolina,OLB,78,245,,,,,4.94,,0,0,N
2017,devonte fields,Louisville,OLB,74.38,236,4.72,,34,124,4.88,7.4,0,0,N
2017,ben gedeon,Michigan,ILB,73.63,244,4.75,27,34.5,119,4.39,6.98,0,0,Y
2017,shaquill griffin,Central Florida,DB,71.75,194,4.38,17,38.5,132,4.14,6.87,0,0,Y
2017,connor harris,Lindenwood (MO),ILB,71,242,4.73,18,33,114,4.18,7.13,0,0,N
2017,elijah lee,Kansas State,LB,75,228,,,,,4.3,,0,0,Y
2017,marquel lee,Wake Forest,LB,75.25,240,,25,31,118,,,0,0,Y
2017,jojo mathis,Washington,OLB,74.13,266,,24,,,,,0,0,N
2017,art maulet,Memphis,DB,69.75,189,4.62,18,34.5,120,4.22,,0,0,N
2017,raekwon mcmillan,Ohio State,LB,73.75,240,4.61,23,33,121,,7.15,0,0,Y
2017,matt milano,Boston College,OLB,72.25,223,4.67,24,35,126,4.38,,0,0,Y
2017,hardy nickerson,Illinois,LB,71.75,232,4.78,18,33,116,4.21,,0,0,N
2017,jabrill peppers,Michigan,LB,71.38,213,4.46,19,35.5,128,,,1,1,Y
2017,duke riley,Louisiana State,OLB,72.25,232,4.58,18,34.5,122,,6.89,0,0,Y
2017,tanner vallejo,Boise State,LB,72.75,228,4.67,,33.5,121,,,0,0,Y
2017,tj watt,Wisconsin,LB,76.25,252,4.69,21,37,128,4.78,6.79,0,0,Y
2018,genard avery,Memphis,ILB,73,248,4.59,26,36,124,4.36,6.9,0,0,Y
2018,jerome baker,Ohio State,OLB,73,229,4.53,22,36.5,126,,,0,0,Y
2018,davin bellamy,Georgia,OLB,77,255,,15,,,,,0,0,N
2018,keishawn bierria,Washington,ILB,74,230,4.79,21,30.5,117,,7.26,0,0,Y
2018,oren burks,Vanderbilt,OLB,75,233,4.59,18,39.5,131,4.15,6.82,0,0,Y
2018,jason cabinda,Penn State,ILB,73,239,,19,,,,,0,0,N
2018,lorenzo carter,Georgia,OLB,78,250,4.5,,36,130,,,0,0,Y
2018,jack cichy,Wisconsin,ILB,74,238,,18,,,,,0,0,Y
2018,chris covington,Indiana,OLB,74,245,4.78,23,,,,,0,0,Y
2018,nick deluca,North Dakota State,ILB,75,251,4.85,18,29.5,112,4.23,7.09,0,0,N
2018,garret dooley,Wisconsin,OLB,75,248,4.8,21,33,121,4.28,,0,0,N
2018,tremaine edmunds,Virginia Tech,OLB,77,253,4.54,19,,117,,,0,0,Y
2018,rashaan evans,Alabama,OLB,75,232,,,30,116,4.36,6.95,0,0,Y
2018,shaquem griffin,Central Florida,OLB,73,227,4.38,20,,117,,,1,0,Y
2018,shaun dion hamilton,Alabama,ILB,72,228,,20,,,,,0,0,Y
2018,marquis haynes,Mississippi,OLB,75,235,4.67,23,32,123,4.45,7.14,0,0,Y
2018,james hearns,Louisville,OLB,75,239,4.89,22,,,,,0,0,N
2018,jeff holland,Auburn,OLB,74,249,4.79,,,116,,,0,0,N
2018,joel iyiegbuniwe,Western Kentucky,ILB,73,229,4.6,19,35,117,4.28,7.06,0,0,Y
2018,darius jackson,Jacksonville State (AL),OLB,75,242,4.87,21,26.5,113,,7.52,0,0,N
2018,leon jacobs,Wisconsin,OLB,75,246,4.48,26,34.5,122,4.44,7.14,0,0,Y
2018,malik jefferson,Texas,ILB,75,236,4.52,27,36,125,,,0,0,Y
2018,josey jewell,Iowa,ILB,73,234,4.82,18,33,117,4.27,6.8,1,1,Y
2018,peter kalambayi,Stanford,OLB,75,252,4.57,19,34,121,4.36,7.13,0,0,Y
2018,micah kiser,Virginia,ILB,74,238,4.66,,35.5,121,4.24,7.05,0,0,Y
2018,harold landry,Boston College,OLB,75,252,4.64,24,36,119,4.19,6.88,0,0,Y
2018,darius leonard,South Carolina State,OLB,74,234,4.7,17,,,,,1,1,Y
2018,hercules mataafa,Washington State,OLB,73,254,4.76,26,31.5,108,4.37,7.24,1,1,N
2018,mike mccray,Michigan,OLB,76,243,4.76,16,31.5,119,4.25,7.09,0,0,N
2018,skai moore,South Carolina,OLB,74,226,4.73,,36,117,,,0,0,N
2018,uchenna nwosu,Southern California,OLB,75,251,4.65,20,32,119,,,0,0,Y
2018,dorian odaniel,Clemson,OLB,73,223,4.61,21,32,119,4.07,6.64,0,0,Y
2018,jacob pugh,Florida State,OLB,76,246,4.65,,38.5,122,,,0,0,N
2018,javon rollandjones,Arkansas State,OLB,74,253,4.88,23,,,,,0,0,N
2018,christian sam,Arizona State,ILB,74,244,4.75,28,32,114,4.25,7.03,0,0,Y
2018,tegray scales,Indiana,ILB,72,230,4.77,27,,,,,0,0,N
2018,andre smith,North Carolina,ILB,72,237,4.63,19,,,,,0,0,Y
2018,roquan smith,Georgia,ILB,73,236,4.51,,,,,,1,1,Y
2018,josh sweat,Florida State,OLB,76,251,4.53,,39.5,124,4.28,,0,0,Y
2018,matthew thomas,Florida State,OLB,75,232,4.58,,41.5,131,4.28,6.85,0,0,N
2018,kemoko turay,Rutgers,OLB,77,253,4.65,,,,,,0,0,Y
2018,leighton vander esch,Boise State,OLB,76,256,4.65,20,39.5,124,4.15,6.88,0,0,Y
2018,azeem victor,Washington,ILB,73,240,4.72,19,32.5,115,4.4,7.2,0,0,Y
2018,anthony winbush,Ball State (IN),OLB,73,249,,25,,110,,,0,0,N
2018,chris worley,Ohio State,ILB,74,238,4.86,15,29.5,,,,0,0,N
2018,kenny young,UCLA,ILB,73,236,4.6,23,36,117,4.48,7.38,0,0,Y
