year,name,college,position,height_in,weight_lbs,40yards,benchpress,vert_leap_in,broad_jump_in,shuttle,3cone,wonaward,outland,drafted
2006,quinn ojinnaka,Syracuse,OT,76.63,309,5.49,21,28.5,102,5.11,8.45,0,0,Y
2006,terrance pennington,New Mexico,OT,79.25,325,5.39,28,28.5,102,,,0,0,Y
2006,marvin philip,California,C,73,307,5.29,27,27,96,4.69,7.85,0,0,Y
2006,donovan raiola,Wisconsin,C,74.13,300,5.57,20,25,90,4.97,8.17,0,0,N
2006,troy reddick,Auburn,OG,76.88,334,5.65,21,,,4.82,7.92,0,0,N
2006,dennis roland,Georgia,OT,81.63,328,5.3,19,,,,,0,0,N
2006,pat ross,Boston College,C,75.5,301,5.01,23,,,,,0,0,N
2006,mark setterstrom,Minnesota,OG,75.75,314,5.4,19,26.5,100,4.53,7.63,0,0,Y
2006,isaac sowells,Indiana,OG,75.5,324,5.19,20,28.5,101,4.98,8.13,0,0,Y
2006,charles spencer,Pittsburgh,OG,76.75,352,5.31,30,,,,,0,0,Y
2006,jason spitz,Louisville,OG,75.5,313,5.43,25,28.5,102,4.55,7.82,0,0,Y
2006,dan stevenson,Notre Dame,OG,77.13,300,5.39,24,24.5,100,4.59,7.58,0,0,Y
2006,zach strief,Northwestern,OT,79.63,330,5.45,19,21,94,4.83,8.01,0,0,Y
2006,tony tella,Miami (FL),OG,76,307,5.2,24,24.5,97,4.84,8.17,0,0,N
2006,joe toledo,Washington,OT,77.5,337,5.14,32,,,,,0,0,Y
2006,michael toudouze,Texas Christian,OT,77.75,303,5.12,23,26.5,100,4.7,7.45,0,0,Y
2006,jeremy trueblood,Boston College,OT,80,316,5.31,20,27.5,96,4.68,7.82,0,0,Y
2006,stefon wheeler,Michigan State,OT,76.63,339,5.77,,19.5,73,4.86,8.09,0,0,N
2006,guy whimper,East Carolina (NC),OT,76.75,304,4.96,26,29,102,4.59,7.38,0,0,Y
2006,ej whitley,Texas Tech,OT,77,309,5.37,16,25,101,4.79,7.53,0,0,Y
2006,andrew whitworth,Louisiana State,OT,79,334,5.17,28,30.5,112,4.83,8.23,0,0,Y
2006,eric winston,Miami (FL),OT,78.6,310,4.96,,29,108,4.44,7.47,0,0,Y
2007,andy alleman,Akron,OG,76,305,5.08,27,30,106,4.65,7.8,0,0,Y
2007,allen barbre,Missouri Southern,OT,76,300,4.88,28,32,105,4.63,7.4,0,0,Y
2007,josh beekman,Boston College,OG,73.63,313,5.4,24,25.5,93,4.81,8.24,0,0,Y
2007,nathan bennett,Clemson,OG,76.38,316,5.69,34,26.5,90,5.04,8.15,0,0,N
2007,levi brown,Penn State,OT,77.5,323,5.42,31,25.5,97,4.89,7.87,0,0,Y
2007,doug datish,Ohio State,C,76.13,302,5.15,31,26,102,4.65,7.51,0,0,Y
2007,chris denman,Frenso State (CA),OT,78.5,315,5.65,21,27.5,97,4.92,8.1,0,0,Y
2007,tim duckworth,Auburn,OG,75,306,5.44,20,25,94,4.78,8.26,0,0,N
2007,doug free,Northern Illinois,OT,78.25,324,5.21,22,30,111,4.53,7.38,0,0,Y
2007,dustin fry,Clemson,C,74.63,314,5.41,34,,,,,0,0,Y
2007,brandon frye,Virginia Tech,OT,76.13,301,5.1,34,32.5,103,4.4,7.5,0,0,Y
2007,ben grubbs,Auburn,OG,74.75,311,5.21,29,26.5,103,4.72,7.99,0,0,Y
2007,gabe hall,Texas Tech,OT,75.88,313,4.92,22,29,104,4.68,7.59,0,0,N
2007,leroy harris,North Carolina State,C,74.5,302,5.36,29,24.5,96,4.8,8,0,0,Y
2007,ryan harris,Notre Dame,OT,76.5,305,5.11,22,25.5,100,4.52,7.78,0,0,Y
2007,mario henderson,Florida State,OT,78.5,302,5.12,20,28.5,109,4.87,7.6,0,0,Y
2007,stephon heyer,Maryland,OT,78.38,334,5.62,30,,94,,,0,0,N
2007,corey hilliard,Oklahoma State,OT,77.25,308,5.34,28,27,106,4.65,7.45,0,0,Y
2007,chase johnson,Wyoming,OT,80.5,330,5.46,,27,91,4.7,8.15,0,0,N
2007,mike jones,Iowa,OG,77,309,5.46,28,25.5,98,4.88,7.8,0,0,N
2007,ryan kalil,Southern California,C,74.75,299,4.98,34,26,104,4.34,7.5,0,0,Y
2007,adam koets,Oregon State,OT,77.13,298,5.09,20,32,106,4.47,7.44,0,0,Y
2007,enoka lucas,Oregon,C,74.63,303,5.55,34,27.5,104,4.84,8.1,0,0,N
2007,palauni ma sun,Oregon,OG,77.1,319,5.89,22,24.5,91,5.01,8.7,0,0,N
2007,james marten,Boston College,OT,79.5,309,5.09,,30.5,100,4.54,7.68,0,0,Y
2007,drew mormino,Central Michigan,C,75.25,299,5.33,27,28,105,4.53,7.48,0,0,Y
2007,uche nwaneri,Purdue,OG,75.13,325,5.42,24,,,,,0,0,Y
2007,mike otto,Purdue,OT,77.5,308,5.24,20,26.5,105,4.67,7.62,0,0,N
2007,manuel ramirez,Texas Tech,OG,75,326,5.24,40,,,,,0,0,N
2007,dan santucci,Notre Dame,OG,75.5,301,5.16,23,29,102,4.74,7.47,0,0,Y
2007,samson satele,Hawaii,C,74.63,300,5.26,25,33,101,4.29,7.47,0,0,Y
2007,ken shackleford,Georgia,OT,76.88,322,5.3,28,24.5,102,5.05,8.35,0,0,Y
2007,joe staley,Central Michigan,OT,77.88,306,4.78,27,,,,,0,0,Y
2007,cameron stephenson,Rutgers,OG,75.25,306,5.44,34,28.5,101,4.81,7.72,0,0,Y
2007,scott stephenson,Iowa State,C,75.3,297,5.23,21,29.5,99,4.57,7.62,0,0,N
2007,kasey studdard,Texas,OG,74.5,303,5.22,32,,,,,0,0,Y
2007,herb taylor,Texas Christian,OT,75.88,296,5.22,26,27,100,4.64,7.78,0,0,N
2007,tony ugoh,Arkansas,OT,77.25,301,5.08,32,32.5,117,,,0,0,Y
2007,dane uperesa,Hawaii,OT,76.38,309,5.28,,,,,,0,0,N
2007,elliot vallejo,UC-Davis,OT,79,327,5.42,24,26,94,5.14,7.95,0,0,N
2007,julius wilson,Alabama-Birmingham,OT,76.38,327,5.46,,27,103,5,8.33,0,0,N
2007,mansfield wrotto,Georgia Tech,OG,75,317,5.41,27,,92,4.92,8.34,0,0,Y
2008,branden albert,Virginia,OG,77.63,309,5.21,23,26,111,4.78,7.97,0,0,Y
2008,demetrius bell,Northwestern State (LA),OT,77,303,5.31,9,26.5,109,4.65,7.65,0,0,Y
2008,james blair,Western Michigan,OG,75,323,5.31,28,23.5,103,5.33,8.44,0,0,N
2008,duane brown,Virginia Tech,OT,76.13,315,5.09,24,27.5,105,4.52,7.58,0,0,Y
2008,gosder cherilus,Boston College,OT,78.38,314,5.19,24,23,102,4.82,7.6,0,0,Y
2008,corey clark,Texas A&M,OT,77.38,315,5.35,23,23,106,4.68,7.47,0,0,Y
2008,devin clark,New Mexico,OT,75.63,305,5.36,25,21,94,5.03,8.38,0,0,N
2008,anthony collins,Kansas,OT,77,317,5.59,26,22.5,97,4.87,7.71,0,0,Y
2008,oniel cousins,Texas-El Paso,OT,75.75,308,5.18,23,24.5,107,4.8,7.9,0,0,Y
2008,franklin dunbar,Middle Tennessee State,OT,76.75,327,5.63,27,24.5,101,5.18,8.36,0,0,N
2008,king dunlap,Auburn,OT,80.5,310,5.29,21,,,,,0,0,Y
2008,robert felton,Arkansas,OG,75.63,315,5.55,22,23,98,4.84,8.08,0,0,N
2008,breno giacomini,Louisville,OT,79.13,303,5.24,23,22.5,108,4.63,7.56,0,0,Y
2008,mike gibson,California,OG,75.5,305,5.3,31,27,110,4.64,7.21,0,0,N
2008,john greco,Toledo,OT,76.75,305,5.35,30,26,108,4.82,8.03,0,0,Y
2008,david hale,Weber State (UT),OT,77.75,314,5.3,25,26,100,4.75,7.69,0,0,Y
2008,brandon keith,Northern Iowa,OT,77.25,343,5.28,31,26,,,,0,0,Y
2008,kory lichtensteiger,Bowling Green (OH),C,74.25,298,5.28,,23,104,4.56,7.6,0,0,Y
2008,mike mcglynn,Pittsburgh,OG,76.25,311,5.41,30,23,101,4.72,7.58,0,0,N
2008,shawn murphy,Utah State,OG,75.88,320,5.4,29,21.5,100,4.89,7.74,0,0,Y
2008,carl nicks,Nebraska,OT,76.88,341,5.26,31,25.5,109,4.68,7.91,0,0,Y
2008,jeff otah,Pittsburgh,OT,78,322,5.57,27,22.5,102,,,0,0,Y
2008,mike pollak,Arizona State,C,75.5,301,5.05,29,25,110,4.47,7.49,0,0,Y
2008,tyler polumbus,Colorado,OT,79.5,312,5.35,24,26,112,4.86,7.71,0,0,N
2008,chilo rachal,Southern California,OG,77,315,5.26,28,25.5,108,5.14,8.01,0,0,Y
2008,drew radovich,Southern California,OG,76.5,301,5.38,21,23,108,4.53,7.47,0,0,N
2008,jamey richard,Buffalo,C,76.75,295,5.27,22,26.5,107,4.69,7.58,0,0,Y
2008,barry richardson,Clemson,OT,78.63,320,5.49,24,25.5,100,5.16,8,0,0,Y
2008,chad rinehart,Northern Iowa,OG,77,320,5.51,26,28.5,106,4.56,7.84,0,0,Y
2008,will robinson,San Diego State,OT,77,297,5.27,22,19.5,,,,0,0,N
2008,roy schuening,Oregon State,OG,75.63,306,5.32,26,25,,,,0,0,Y
2008,geoff schwartz,Oregon,OT,78.25,332,5.39,,20.5,98,4.79,7.9,0,0,Y
2008,matt spanos,Southern California,C,77,317,5.53,,22.5,104,4.92,7.9,0,0,N
2008,john sullivan,Notre Dame,C,75.5,301,5.4,21,30,103,4.55,7.62,0,0,Y
2008,donald thomas,Connecticut,OG,75.38,303,5.08,28,24.5,100,4.78,7.45,0,0,Y
2008,cody wallace,Texas A&M,C,76.3,296,5.32,26,30.5,113,4.55,7.45,0,0,Y
2008,chris williams,Vanderbilt,OT,78,315,5.15,21,25,103,4.85,7.95,0,0,Y
2008,jeremy zuttah,Rutgers,OT,75.4,303,5.07,35,26.5,107,4.54,7.59,0,0,Y
2009,william beatty,Connecticut,OT,78,307,5.06,27,33.5,107,4.77,7.62,0,0,Y
2009,joel bell,Furman (SC),OT,78.75,315,5.11,27,30,109,4.57,7.55,0,0,N
2009,alex boone,Ohio State,OT,79.25,328,5.16,33,27.5,103,4.69,7.83,0,0,N
2009,robert brewster,Ball State (IN),OT,76.13,325,5.29,23,30.5,98,4.75,7.68,0,0,Y
2009,travis bright,Brigham Young,OG,76.25,321,5.26,34,35.5,108,4.72,7.75,0,0,N
2009,eben britton,Arizona,OT,78,309,5.14,24,28.5,100,4.91,7.87,0,0,Y
2009,rob bruggeman,Iowa,C,76,293,5.05,30,,,,,0,0,N
2009,gerald cadogan,Penn State,OT,77.13,309,4.99,26,25,95,4.8,8.05,0,0,N
2009,trevor canfield,Cincinnati,OG,76.5,307,5.3,29,,,,,0,0,Y
2009,jon cooper,Oklahoma,C,73.88,291,5.09,31,29.5,105,4.6,7.46,0,0,N
2009,cj davis,Pittsburgh,OG,74,308,5.51,21,25.5,88,4.93,8.09,0,0,N
2009,paul fanaika,Arizona State,OG,77.13,327,5.48,15,,,,,0,0,Y
2009,ray feinga,Brigham Young,OG,76.13,337,5.32,30,,,,,0,0,N
2009,robby felix,Texas-El Paso,C,75.25,302,5.2,33,29,97,4.73,7.96,0,0,N
2009,alex fletcher,Stanford,C,74.25,297,5.39,30,28,96,4.65,7.78,0,0,N
2009,ramon foster,Tennessee,OT,77.13,328,5.57,20,26,92,4.98,7.96,0,0,N
2009,xavier fulton,Illinois,OT,76.25,302,5.01,27,31,111,4.56,7.35,0,0,Y
2009,juan garcia,Washington,OG,74.25,307,5.42,34,25,93,4.87,8,0,0,N
2009,dan gay,Baylor,OG,75.88,308,5.5,18,22.5,86,5.42,8.67,0,0,N
2009,tyronne green,Auburn,OG,73.75,309,5.4,22,,,,,0,0,Y
2009,brett helms,Louisiana State,C,74,286,5.36,25,,,,,0,0,N
2009,greg isdaner,West Virginia,OG,75.5,325,5.42,24,27,92,5.07,7.96,0,0,N
2009,herman johnson,Louisiana State,OG,79,356,5.5,21,,,,,0,0,Y
2009,andy kemp,Wisconsin,OG,76.75,313,5.48,23,25.5,91,4.86,7.86,0,0,N
2009,troy kropog,Tulane (LA),OT,77.38,309,5.3,21,30,100,4.84,7.65,0,0,Y
2009,andy levitre,Oregon State,OG,74.63,305,5.33,23,30.5,103,4.52,,0,0,Y
2009,cornelius lewis,Tennessee State,OT,75.5,332,5.22,29,24.5,90,,,0,0,N
2009,kyle link,McNeese State (LA),OT,77.38,305,5.48,19,,,,,0,0,N
2009,phil loadholt,Oklahoma,OT,79.75,332,5.49,24,29,95,5.06,8.18,0,0,Y
2009,jamon meredith,South Carolina,OT,76.63,304,4.99,31,28,105,4.82,8.01,0,0,Y
2009,maurice miller,Mississippi,OG,75.13,327,5.44,21,28.5,97,5.03,8.42,0,0,N
2009,eugene monroe,Virginia,OT,77.25,309,5.18,23,28.5,110,4.78,7.86,0,0,Y
2009,lydon murtha,Nebraska,OT,79,306,4.82,25,35,110,4.34,7.06,0,0,Y
2009,seth olsen,Iowa,OG,76.63,306,5.23,23,24.5,90,4.7,7.59,0,0,Y
2009,anthony parker,Tennessee,OG,73.88,297,5.08,24,,,,,0,0,N
2009,augustus parrish,Kent State (OH),OT,76,303,5.35,21,,78,,,0,0,N
2009,garrett reynolds,North Carolina,OT,79.63,309,5.4,19,22,94,4.88,7.87,0,0,Y
2009,jason smith,Baylor,OT,77,309,5.09,33,24,96,4.69,7.53,0,0,Y
2009,jaimie thomas,Maryland,OG,76,323,5.29,20,,,,,0,0,Y
2009,fenuki tupou,Oregon,OT,77.38,314,5.4,24,25.5,94,5.02,8.33,0,0,Y
2009,max unger,Oregon,C,76.63,309,5.26,22,24.5,93,4.5,7.39,0,0,Y
2009,kraig urbik,Wisconsin,OG,77.13,328,5.37,29,24,94,4.89,7.87,0,0,Y
2009,jose valdez,Arkansas,OT,76.38,315,5.23,15,29.5,100,4.93,7.93,0,0,N
2009,louis vasquez,Texas Tech,OG,76.75,333,5.22,39,,,,,0,0,Y
2009,brandon walker,Oklahoma,OG,75,306,5.09,26,34,109,5.07,,0,0,N
2009,jason watkins,Florida,OT,78,318,5.51,18,24.5,90,5.03,7.89,0,0,N
2009,edwin williams,Maryland,C,74.25,308,5.4,22,28.5,99,4.98,8.15,0,0,N
2009,eric wood,Louisville,C,76,310,5.19,30,30.5,99,4.51,7.56,0,0,Y
2010,zane beadles,Utah,OG,76.38,310,5.28,27,,,,,0,0,Y
2010,ciron black,Louisiana State,OG,76.5,327,5.53,23,25.5,,5.13,8.52,0,0,N
2010,dorian brooks,James Madison (VA),OG,74.25,306,5.15,26,23,100,4.66,7.73,0,0,N
2010,charles brown,Southern California,OT,77.38,303,5.24,21,31.5,,,,0,0,Y
2010,bryan bulaga,Iowa,OT,77.38,314,5.2,26,27.5,98,4.75,7.7,0,0,Y
2010,jeff byers,Southern California,C,75.38,301,5.04,33,,,,,0,0,N
2010,kyle calloway,Iowa,OT,78.5,323,5.46,22,23.5,,4.86,7.96,0,0,Y
2010,bruce campbell,Maryland,OT,78.38,314,4.75,34,32,101,4.69,7.58,0,0,Y
2010,selvish capers,West Virginia,OT,76.63,308,5.11,19,30.5,106,4.68,7.68,0,0,Y
2010,erik cook,New Mexico,C,78,318,5.55,19,25,,4.99,8.24,0,0,Y
2010,anthony davis,Rutgers,OT,77,323,5.36,21,33,,4.97,8.17,0,0,Y
2010,chris degeare,Wake Forest,OG,75.63,325,5.12,27,32.5,103,4.9,7.84,0,0,Y
2010,vladimir ducasse,Massachusetts,OT,76.38,332,5.21,29,26,91,4.97,8.25,0,0,Y
2010,jason fox,Miami (FL),OT,79,305,5.42,23,,,,,0,0,Y
2010,kurtis gregory,Missouri,OG,76.5,305,5.31,26,25.5,,4.93,7.62,0,0,N
2010,joe hawley,Nevada Las Vegas,C,75.25,297,5.21,35,26,105,4.73,7.5,0,0,N
2010,john jerry,Mississippi,OT,77.38,328,5.15,,27.5,101,4.69,7.93,0,0,Y
2010,kyle jolly,North Carolina,OT,78,311,5.36,20,21.5,,4.87,7.89,0,0,N
2010,ted larsen,North Carolina State,C,74.63,304,5.19,26,24,96,4.66,7.81,0,0,Y
2010,shawn lauvao,Arizona State,OG,74.88,315,5.22,33,26.5,101,4.51,7.56,0,0,Y
2010,marshall newhouse,Texas Christian,OG,75.75,319,4.99,25,25,97,4.6,7.4,0,0,Y
2010,eric olsen,Notre Dame,C,75.88,306,5.25,35,29.5,93,4.82,7.5,0,0,Y
2010,alex parsons,Southern California,OG,76,309,5.12,23,27,99,,,0,0,N
2010,cole pemberton,Colorado State,OT,79.25,315,5.37,18,22.5,,4.77,7.65,0,0,N
2010,mitch petrus,Arkansas,OG,75,310,5.34,45,,,,,0,0,Y
2010,dace richardson,Iowa,OG,77.25,320,5.76,19,23.5,,5.38,8.58,0,0,N
2010,rodger saffold,Indiana,OT,76.63,316,5.21,27,29.5,113,4.67,7.42,0,0,Y
2010,chris scott,Tennessee,OG,76.63,319,5.52,19,22.5,,5.03,8.24,0,0,Y
2010,shelley smith,Colorado State,OG,74.88,300,5.03,26,34,112,4.71,7.67,0,0,Y
2010,matt tennant,Boston College,C,76.63,300,5.15,27,25,98,4.62,7.6,0,0,Y
2010,mike tepper,California,OG,77.5,324,5.31,28,26.5,,5.25,7.95,0,0,N
2010,adam ulatoski,Texas,OG,78,300,5.52,24,26,,4.99,7.98,0,0,N
2010,jared veldheer,Hillsdale (MI),OT,80.13,312,5.06,32,33.5,109,4.51,7.4,0,0,Y
2010,jd walton,Baylor,C,75,300,5.19,24,27,101,4.69,7.6,0,0,Y
2010,ed wang,Virginia Tech,OT,76.75,314,5.18,29,27,96,4.7,,0,0,N
2010,tony washington,Abilene Christian (TX),OT,78.13,311,5.25,33,29.5,114,4.84,7.52,0,0,N
2010,thomas welch,Vanderbilt,OT,78.38,307,5.42,29,29,105,4.8,7.67,0,0,Y
2010,sam young,Notre Dame,OT,80,316,5.2,29,29.5,104,4.87,7.73,0,0,Y
2011,david arkin,Missouri State,OG,76.75,300,5.31,25,29,103,4.63,7.6,0,0,N
2011,joseph barksdale,Louisiana State,OT,76.75,325,5.31,29,29,103,4.75,8.27,0,0,Y
2011,ryan bartholomew,Syracuse,C,73.13,302,4.93,34,26.5,92,4.62,7.62,0,0,N
2011,clint boling,Georgia,OG,76.63,308,5.28,28,31,102,4.64,7.66,0,0,Y
2011,justin boren,Ohio State,OG,74.88,309,5.4,28,,,4.75,7.57,0,0,N
2011,james brewer,Indiana,OT,78.25,323,5.21,25,26,100,4.81,7.84,0,0,Y
2011,marcus cannon,Texas Christian,OT,77,358,5.26,33,30.5,105,4.97,8.07,0,0,Y
2011,james carpenter,Alabama,OT,76.38,321,5.22,23,,,,,0,0,Y
2011,anthony castonzo,Boston College,OT,79,311,5.21,28,29.5,105,4.4,7.25,0,0,Y
2011,josh davis,Georgia,OT,79.13,313,5.5,,24,91,5.07,7.98,0,0,N
2011,ray dominguez,Arkansas,OG,76,334,5.45,21,27.5,90,4.9,7.74,0,0,N
2011,orlando franklin,Miami (FL),OT,77.5,316,5.11,26,28.5,,,,0,0,Y
2011,brandon fusco,Slippery Rock (PA),C,76,306,5.18,26,28.5,108,4.43,7.29,0,0,Y
2011,marcus gilbert,Florida,OT,78.13,330,5.41,30,,,,,0,0,Y
2011,adam grant,Arizona,OT,78,325,5.54,25,26.5,99,5,8.25,0,0,N
2011,chris hairston,Clemson,OT,78.13,326,5.38,33,29,96,4.7,7.9,0,0,Y
2011,ricky henry,Nebraska,OG,74.75,308,5.68,20,24,90,4.68,7.98,0,0,N
2011,kyle hix,Texas,OT,78.88,319,5.44,24,32,104,4.78,7.77,0,0,N
2011,kevin hughes,Southeast Louisiana,OT,75.63,302,5.31,22,29.5,95,4.97,8.29,0,0,N
2011,zach hurd,Connecticut,OG,78.75,316,5.28,,28,101,4.77,7.73,0,0,N
2011,maurice hurt,Florida,OG,74.63,318,5.34,18,,,,,0,0,Y
2011,andrew jackson,Frenso State (CA),OG,77,299,5.27,25,28,98,4.65,7.55,0,0,Y
2011,carl johnson,Florida,OG,77,361,5.4,25,25.5,96,5.03,,0,0,N
2011,jason kelce,Cincinnati,C,74.63,280,4.89,,30.5,110,4.14,7.22,0,0,Y
2011,daniel kilgore,Appalachian State (NC),OG,75.25,308,5.28,23,32.5,105,4.68,7.59,0,0,Y
2011,jarriel king,South Carolina,OT,77,317,5.03,23,30,114,4.77,7.6,0,0,N
2011,alex linnenkohl,Oregon State,C,73.75,304,5.36,24,26.5,89,4.62,7.67,0,0,N
2011,demarcus love,Arkansas,OT,76.38,315,5.18,27,26.5,97,4.84,7.84,0,0,Y
2011,john moffitt,Wisconsin,OG,76.25,319,5.51,23,30.5,102,4.53,7.79,0,0,Y
2011,derek newton,Arkansas State,OT,76.88,311,5,24,25.5,100,5,7.76,0,0,Y
2011,kris odowd,Southern California,C,76.13,304,5.12,31,32.5,105,4.59,7.67,0,0,N
2011,michael person,Montana State,OG,76.5,299,5.07,21,28,108,4.5,7.44,0,0,Y
2011,jason pinkston,Pittsburgh,OT,75.38,317,5.39,,26.5,98,4.91,7.88,0,0,Y
2011,mike pouncey,Florida,OG,77,303,5.12,,25,96,4.64,7.66,0,0,Y
2011,will rackley,Lehigh (PA),OG,75.25,309,5.27,29,23.5,,4.94,7.91,0,0,N
2011,jah reid,Central Florida,OT,79.13,327,5.32,28,29.5,111,4.65,7.73,0,0,Y
2011,stephen schilling,Michigan,OG,76.25,308,5.18,30,25.5,98,4.62,7.73,0,0,Y
2011,derek sherrod,Mississippi State,OT,77.38,321,5.18,23,28,97,4.63,7.43,0,0,Y
2011,tyron smith,Southern California,OT,77,307,5.08,29,,,,,0,0,Y
2011,willie smith,East Carolina (NC),OT,77.38,310,5.4,,30.5,106,4.83,7.95,0,0,N
2011,zane taylor,Utah,C,74.5,309,5.52,33,25.5,104,4.77,8.15,0,0,N
2011,isaiah thompson,Houston,OG,75.38,300,6,23,25,82,5.56,9.04,0,0,N
2011,julian vandervelde,Iowa,OG,73.88,301,5.12,23,31,104,4.59,7.46,0,0,N
2011,danny watkins,Baylor,OG,75.38,310,5.36,29,26,92,4.62,7.61,0,0,Y
2011,keith williams,Nebraska,OG,76,318,5.28,23,24.5,93,5.03,8.42,0,0,Y
2011,zach williams,Washington State,C,75,309,5.18,28,30,103,4.62,7.54,0,0,Y
2011,stefen wisniewski,Penn State,C,75,313,5.29,30,28.5,100,4.63,7.51,0,0,Y
2012,mike adams,Ohio State,OT,79.25,323,5.28,19,28.5,100,4.95,7.94,0,0,Y
2012,jeff allen,Illinois,OT,75.88,307,5.17,26,27.5,102,4.9,8.01,0,0,Y
2012,justin anderson,Georgia,OT,76.38,335,5.24,32,27,101,4.99,8.04,0,0,Y
2012,mark asper,Oregon,OG,78.38,319,5.33,23,,,,,0,0,Y
2012,kelvin beachum,Southern Methodist (TX),OG,74.88,303,5.38,19,28.5,101,4.8,7.79,0,0,Y
2012,tony bergstrom,Utah,OT,77.38,313,5.19,32,29.5,101,4.84,7.95,0,0,Y
2012,philip blake,Baylor,C,74.75,311,5.17,22,29.5,105,4.65,7.86,0,0,Y
2012,michael brewster,Ohio State,C,76.13,312,5.22,29,25,96,4.6,7.73,0,0,N
2012,brandon brooks,Miami (OH),OG,77,346,4.99,,,,,,0,0,Y
2012,james brown,Troy (AL),OG,75.5,306,5.19,24,25.5,102,4.78,7.7,0,0,N
2012,tom compton,South Dakota,OT,76.88,314,5.01,20,30,108,4.6,7.59,0,0,Y
2012,paul cornick,North Dakota State,OT,77.5,310,5.3,25,,,,,0,0,N
2012,john cullen,Utah,OT,76.5,297,5.28,23,27,102,4.59,7.58,0,0,N
2012,andrew datko,Florida State,OT,78,315,5.19,,29.5,100,4.54,7.71,0,0,Y
2012,taylor dever,Notre Dame,OT,77.38,298,5.4,18,28,100,4.9,7.49,0,0,N
2012,garth gerhart,Arizona State,C,73.25,305,5.38,25,30.5,96,4.65,7.63,0,0,N
2012,adam gettis,Iowa,OG,74.38,293,4.9,,31.5,112,4.65,7.99,0,0,Y
2012,cordy glenn,Georgia,OT,77.75,345,5.08,31,23.5,93,5,8.13,0,0,Y
2012,josh harris,Auburn,C,73,252,4.82,15,,,,,0,0,N
2012,lamar holmes,Southern Mississippi,OT,77.38,323,5.29,22,27,104,4.8,7.74,0,0,Y
2012,rishaw johnson,California (PA),OG,75.38,313,5.12,22,31.5,108,4.53,7.87,0,0,N
2012,ben jones,Georgia,C,74.63,303,5.35,29,30.5,105,4.74,7.95,0,0,Y
2012,marcel jones,Nebraska,OT,78.13,320,5.57,13,27.5,95,5.12,8.03,0,0,Y
2012,matt kalil,Southern California,OT,78.63,306,4.96,30,27,,4.65,7.33,0,0,Y
2012,senio kelemete,Washington,OG,75.63,307,5.39,21,25,101,4.58,7.77,0,0,Y
2012,peter konz,Wisconsin,C,77,314,5.16,18,,,,,0,0,Y
2012,ronald leary,Memphis,OG,74.88,315,5.23,30,29,104,4.91,7.87,0,0,N
2012,josh leribeus,Southern Methodist (TX),OG,75.25,312,5.31,29,26,96,4.65,7.64,0,0,Y
2012,joe looney,Wake Forest,OG,75.25,309,5.02,26,,,,,0,0,Y
2012,jonathan martin,Stanford,OT,77.38,312,5.35,,,,,,0,0,Y
2012,bobby massie,Mississippi,OT,78.13,316,5.18,22,27.5,103,4.95,7.7,0,0,Y
2012,matt mccants,Alabama-Birmingham,OT,77.88,308,5.4,17,25.5,97,,,0,0,Y
2012,antoine mcclain,Clemson,OG,77.5,329,5.48,19,27,91,4.82,8.13,0,0,N
2012,ryan miller,Colorado,OG,79.25,321,5.16,32,28,100,4.78,7.72,0,0,Y
2012,brandon mosley,Auburn,OT,77.63,314,5.14,30,27,103,4.78,7.43,0,0,Y
2012,lucas nix,Pittsburgh,OG,77.25,317,5.36,,29.5,102,4.9,7.81,0,0,N
2012,josh oglesby,Wisconsin,OT,79.25,338,5.75,22,28.5,,,,0,0,N
