year,name,college,position,height_in,weight_lbs,40yards,vert_leap_in,broad_jump_in,shuttle,3cone,hasstats,cmp,att,pct,yds,td,int,rate,heisman,bling,awards,allamerican,drafted
2013,matt scott,Arizona,QB,74.13,213,4.69,31.0,118.0,3.99,6.69,,415.0,675.0,61.5,4921.0,33.0,19.0,133.2,0.0,0.0,0.0,0.0,N
2004,matt schaub,Virginia,QB,77.6,243,5.05,30.5,110.0,4.62,7.65,,716.0,1069.0,67.0,7502.0,56.0,26.0,138.4,0.0,1.0,1.0,0.0,Y
2008,matt ryan,Boston College,QB,76.75,228,4.94,,,4.51,7.4,,807.0,1347.0,59.9,9313.0,56.0,37.0,126.2,0.0,1.0,1.0,0.0,Y
2006,matt leinart,Southern California,QB,76.88,223,4.9,,,,,,807.0,1245.0,64.8,10693.0,99.0,23.0,159.5,1.0,1.0,1.0,1.0,Y
2007,matt gutierrez,Idaho State,QB,76.25,232,5.04,29.5,108.0,4.28,6.99,,27.0,41.0,65.9,286.0,1.0,0.0,132.5,0.0,0.0,0.0,0.0,N
2008,matt flynn,Louisiana State,QB,74.25,231,4.81,28.0,109.0,4.34,7.21,,245.0,437.0,56.1,3096.0,31.0,13.0,133.0,0.0,0.0,0.0,0.0,Y
2013,matt barkley,Southern California,QB,74.0,230,4.91,,,,,,1001.0,1562.0,64.1,12327.0,116.0,48.0,148.7,0.0,0.0,0.0,0.0,Y
2018,mason rudolph,Oklahoma State,QB,77.0,235,4.9,26.0,,,,,915.0,1447.0,63.2,13618.0,92.0,26.0,159.7,0.0,0.0,1.0,0.0,Y
2001,marques tuiasosopo,Washington,QB,73.1,223,4.71,35.5,115.0,4.35,7.36,,418.0,761.0,54.9,5501.0,31.0,28.0,121.7,0.0,1.0,1.0,0.0,Y
2009,mark sanchez,Southern California,QB,74.13,227,4.93,32.5,116.0,4.21,7.06,,313.0,487.0,64.3,3965.0,41.0,16.0,153.9,0.0,0.0,0.0,0.0,Y
1999,mark garcia,Ohio State,QB,75.0,220,4.77,33.5,107.0,4.2,7.36,,21.0,49.0,42.9,364.0,2.0,1.0,114.6,0.0,0.0,0.0,0.0,N
2006,marcus vick,Virginia Tech,QB,72.0,200,4.51,36.0,117.0,4.08,6.94,,207.0,346.0,59.8,2868.0,19.0,15.0,138.9,0.0,0.0,0.0,0.0,N
2015,marcus mariota,Oregon,QB,75.75,222,4.52,36.0,121.0,4.11,6.87,,779.0,1167.0,66.8,10796.0,105.0,14.0,171.8,1.0,1.0,1.0,1.0,Y
1997,marcus crandell,East Carolina (NC),QB,71.4,204,4.78,30.0,105.0,4.67,8.25,,620.0,1133.0,54.7,7198.0,58.0,38.0,118.3,0.0,0.0,0.0,0.0,N
2000,marc bulger,West Virginia,QB,73.6,208,4.96,,100.0,4.34,7.46,,630.0,1023.0,61.6,8153.0,59.0,34.0,140.9,0.0,0.0,0.0,0.0,Y
2004,luke mccown,Louisiana Tech,QB,75.9,208,4.71,37.5,125.0,4.21,6.74,,1063.0,1775.0,59.9,12666.0,87.0,62.0,129.0,0.0,0.0,0.0,0.0,Y
2007,luke getsy,Akron,QB,74.5,222,4.99,32.5,106.0,4.46,6.95,,480.0,918.0,52.3,6149.0,41.0,23.0,118.3,0.0,0.0,0.0,0.0,N
2018,luke falk,Washington State,QB,76.0,215,,26.5,103.0,,,,1403.0,2054.0,68.3,14481.0,119.0,39.0,142.8,0.0,0.0,0.0,0.0,Y
2018,logan woodside,Toledo,QB,73.0,213,4.79,31.5,103.0,4.15,6.94,,759.0,1166.0,65.1,10514.0,93.0,25.0,162.9,0.0,1.0,1.0,0.0,Y
2014,logan thomas,Virginia Tech,QB,78.13,248,4.61,35.5,116.0,4.18,7.05,,693.0,1248.0,55.5,9003.0,52.0,39.0,123.6,0.0,0.0,0.0,0.0,Y
2010,levi brown,Troy (AL),QB,75.5,229,4.93,31.5,106.0,4.43,7.07,,522.0,830.0,62.9,6284.0,38.0,12.0,138.7,0.0,1.0,1.0,0.0,Y
2013,landry jones,Oklahoma,QB,76.13,225,5.11,31.0,115.0,4.3,7.12,,1388.0,2183.0,63.6,16646.0,123.0,52.0,141.5,0.0,0.0,1.0,0.0,Y
1997,lance funderburk,Valdosta State (GA),QB,76.4,227,5.23,27.0,97.0,,,,,,,,,,,0.0,0.0,0.0,0.0,N
2008,kyle wright,Miami (FL),QB,75.4,218,4.9,25.5,105.0,4.32,7.34,,478.0,807.0,59.2,5835.0,38.0,31.0,127.8,0.0,0.0,0.0,0.0,N
2005,kyle orton,Purdue,QB,76.0,233,5.11,26.5,,4.52,7.38,,786.0,1336.0,58.8,9337.0,63.0,28.0,128.9,0.0,0.0,0.0,0.0,Y
2018,kyle lauletta,Richmond (VA),QB,75.0,222,4.81,31.0,113.0,4.07,6.95,,,,,,,,,0.0,0.0,0.0,0.0,Y
2003,kyle boller,California,QB,75.0,234,4.65,35.5,117.0,3.99,7.19,,622.0,1301.0,47.8,7980.0,64.0,48.0,108.2,0.0,0.0,0.0,0.0,Y
2002,kurt kittner,Illinois,QB,74.3,211,4.86,27.0,97.0,4.5,7.34,,668.0,1229.0,54.4,8460.0,66.0,33.0,124.5,0.0,0.0,0.0,0.0,Y
2018,kurt benkert,Virginia,QB,75.0,218,4.95,31.0,112.0,4.33,7.15,,534.0,925.0,57.7,5817.0,46.0,21.0,122.4,0.0,0.0,0.0,0.0,N
1997,koy detmer,Colorado,QB,72.9,180,5.14,28.5,103.0,4.37,7.79,,350.0,594.0,58.9,5390.0,40.0,25.0,148.9,0.0,0.0,0.0,0.0,Y
2003,kliff kingsbury,Texas Tech,QB,75.5,213,4.76,30.0,101.0,4.07,6.91,,1231.0,1883.0,65.4,12429.0,95.0,40.0,133.2,0.0,0.0,1.0,0.0,Y
2012,kirk cousins,Michigan State,QB,74.63,214,4.84,28.5,109.0,4.5,7.05,,723.0,1128.0,64.1,9131.0,66.0,30.0,146.1,0.0,0.0,0.0,0.0,Y
2008,kevin oconnell,San Diego State,QB,77.0,225,4.66,31.0,113.0,4.38,7.01,,664.0,1151.0,57.7,7689.0,46.0,34.0,121.1,0.0,0.0,0.0,0.0,Y
2007,kevin kolb,Houston,QB,75.13,218,4.89,32.5,112.0,4.44,6.94,,964.0,1565.0,61.6,12964.0,85.0,31.0,145.1,0.0,1.0,1.0,0.0,Y
2016,kevin hogan,Stanford,QB,75.25,218,4.78,32.5,113.0,4.31,6.9,,727.0,1103.0,65.9,9385.0,75.0,29.0,154.6,0.0,0.0,0.0,0.0,Y
2000,kevin feterik,Brigham Young,QB,71.0,207,4.94,31.0,106.0,4.45,7.3,,609.0,1004.0,60.7,8065.0,53.0,27.0,140.2,0.0,0.0,0.0,0.0,N
1999,kevin daft,UC-Davis,QB,73.8,203,4.91,32.5,109.0,4.37,7.39,,,,,,,,,0.0,0.0,0.0,0.0,Y
2006,kent smith,Central Michigan,QB,76.75,216,4.64,35.0,122.0,4.47,7.41,,453.0,785.0,57.7,5179.0,33.0,15.0,123.2,0.0,0.0,0.0,0.0,N
2012,kellen moore,Boise State,QB,72.0,197,4.82,27.0,99.0,4.56,7.41,,1157.0,1658.0,69.8,14667.0,142.0,28.0,169.0,0.0,1.0,1.0,0.0,N
2006,kellen clemens,Oregon,QB,73.63,224,4.89,,,,,,613.0,1005.0,61.0,7555.0,61.0,24.0,139.4,0.0,0.0,0.0,0.0,Y
2014,keith wenning,Ball State (IN),QB,75.0,218,5.0,28.0,99.0,4.25,7.07,,1035.0,1642.0,63.0,11402.0,92.0,42.0,134.7,0.0,0.0,0.0,0.0,Y
2003,juston wood,Portland State (OR),QB,72.6,207,4.84,32.5,113.0,4.07,7.13,,,,,,,,,0.0,0.0,0.0,0.0,N
2001,justin coleman,Nebraska-Kearney,QB,76.4,238,5.19,29.5,101.0,4.62,7.78,,,,,,,,,0.0,0.0,0.0,0.0,N
2002,jt osullivan,UC-Davis,QB,74.1,223,4.93,29.0,105.0,4.28,7.46,,,,,,,,,0.0,0.0,0.0,0.0,Y
2018,jt barrett,Ohio State,QB,73.0,224,4.7,30.0,108.0,4.44,7.38,,769.0,1211.0,63.5,9434.0,104.0,30.0,152.3,0.0,0.0,0.0,0.0,N
2004,jp losman,Tulane (LA),QB,74.3,224,4.7,33.0,116.0,,,,570.0,987.0,57.8,6754.0,60.0,27.0,129.8,0.0,0.0,0.0,0.0,Y
2017,joshua dobbs,Tennessee,QB,75.25,216,4.64,33.0,122.0,4.31,6.75,,614.0,999.0,61.5,7138.0,53.0,29.0,133.2,0.0,0.0,0.0,0.0,Y
2016,josh woodrum,Liberty (VA),QB,74.0,231,4.8,31.0,116.0,4.31,6.74,,,,,,,,,0.0,0.0,0.0,0.0,N
2007,josh swogger,Montana,QB,76.5,237,5.14,28.5,107.0,4.76,7.25,,141.0,292.0,48.3,1978.0,15.0,12.0,113.9,0.0,0.0,0.0,0.0,N
2018,josh rosen,UCLA,QB,76.0,226,4.92,31.0,111.0,4.28,7.09,,712.0,1170.0,60.9,9340.0,59.0,26.0,140.1,0.0,0.0,0.0,0.0,Y
2011,josh portis,California (PA),QB,74.88,211,4.59,40.0,126.0,4.12,6.84,,,,,,,,,0.0,0.0,0.0,0.0,N
2002,josh mccown,Sam Houston State (TX),QB,75.9,221,4.64,38.5,118.0,3.9,6.85,,340.0,664.0,51.2,4022.0,27.0,34.0,105.3,0.0,0.0,0.0,0.0,Y
2008,josh johnson,San Diego,QB,74.75,213,4.53,33.5,110.0,4.42,7.56,,,,,,,,,0.0,0.0,0.0,0.0,Y
2001,josh heupel,Oklahoma,QB,73.8,215,4.82,37.5,114.0,4.15,7.18,,615.0,972.0,63.3,7066.0,50.0,30.0,135.1,0.0,1.0,1.0,1.0,Y
2004,josh harris,Bowling Green (OH),QB,73.5,238,4.84,31.0,115.0,,,,627.0,1028.0,61.0,7503.0,55.0,28.0,134.5,0.0,0.0,0.0,0.0,Y
2005,josh haldi,Northern Illinois,QB,74.0,215,4.68,33.0,113.0,4.07,6.89,,427.0,776.0,55.0,6015.0,55.0,19.0,138.6,0.0,0.0,0.0,0.0,N
2009,josh freeman,Kansas State,QB,77.75,248,4.9,33.5,119.0,4.43,7.11,,680.0,1151.0,59.1,8078.0,44.0,34.0,124.7,0.0,0.0,0.0,0.0,Y
2001,josh booty,Louisiana State,QB,74.5,221,4.95,29.5,105.0,4.48,7.54,,307.0,623.0,49.3,3951.0,24.0,34.0,104.3,0.0,0.0,0.0,0.0,Y
2003,josh blankenship,Tulsa (OK),QB,74.0,211,5.16,28.5,103.0,4.42,7.59,,443.0,844.0,52.5,5273.0,21.0,32.0,105.6,0.0,0.0,0.0,0.0,N
2018,josh allen,Wyoming,QB,77.0,237,4.75,33.5,119.0,4.4,6.9,,365.0,649.0,56.2,5066.0,44.0,21.0,137.7,0.0,0.0,0.0,0.0,Y
2007,jordan palmer,Texas-El Paso,QB,77.63,231,4.99,30.5,104.0,4.58,7.32,,851.0,1427.0,59.6,11084.0,88.0,64.0,136.3,0.0,0.0,0.0,0.0,Y
2014,jordan lynch,Northern Illinois,QB,72.13,217,4.76,29.5,109.0,4.2,6.55,,509.0,824.0,61.8,6209.0,51.0,14.0,142.1,0.0,1.0,1.0,0.0,N
2012,jordan jefferson,Louisiana State,QB,76.13,223,4.58,36.5,116.0,4.06,6.81,,397.0,678.0,58.6,4733.0,34.0,20.0,127.8,0.0,0.0,0.0,0.0,N
2001,jonathan beasley,Kansas State,QB,73.0,227,4.85,29.5,102.0,4.38,7.55,,259.0,544.0,47.6,4642.0,33.0,18.0,132.7,0.0,0.0,0.0,0.0,N
2014,johnny manziel,Texas A&M,QB,71.75,207,4.68,31.5,112.0,4.03,6.75,,595.0,863.0,68.9,7820.0,63.0,22.0,164.1,1.0,1.0,1.0,1.0,Y
2007,john stocco,Wisconsin,QB,73.63,207,5.1,27.0,104.0,4.6,7.29,,534.0,934.0,57.2,7227.0,47.0,22.0,134.1,0.0,0.0,0.0,0.0,N
2010,john skelton,Fordham (NY),QB,77.38,243,4.85,33.5,108.0,4.33,7.17,,,,,,,,,0.0,0.0,0.0,0.0,Y
2009,john parker wilson,Alabama,QB,74.0,219,4.75,29.5,105.0,4.59,7.53,,665.0,1175.0,56.6,7924.0,47.0,30.0,121.3,0.0,0.0,0.0,0.0,N
2004,john navarre,Michigan,QB,78.0,246,5.18,26.5,100.0,4.46,7.73,,744.0,1327.0,56.1,9014.0,70.0,30.0,126.0,0.0,0.0,0.0,0.0,Y
1998,john dutton,Nevada Las Vegas,QB,75.9,219,4.68,29.0,104.0,4.22,7.55,,,,,,,,,0.0,0.0,0.0,0.0,Y
2008,john david booty,Southern California,QB,74.38,218,4.93,22.5,99.0,4.58,,,518.0,832.0,62.3,6125.0,55.0,21.0,140.9,0.0,0.0,0.0,0.0,Y
2007,john beck,Brigham Young,QB,74.13,215,4.78,29.5,111.0,4.17,6.81,,885.0,1418.0,62.4,11021.0,79.0,34.0,141.3,0.0,1.0,1.0,0.0,Y
2002,joey harrington,Oregon,QB,76.0,215,4.85,32.0,107.0,4.21,7.0,,512.0,928.0,55.2,6911.0,59.0,23.0,133.8,0.0,1.0,1.0,0.0,Y
2016,joel stave,Wisconsin,QB,77.25,236,4.8,33.5,115.0,4.33,7.29,,613.0,1031.0,59.5,7635.0,48.0,37.0,129.8,0.0,0.0,0.0,0.0,N
2000,joe hamilton,Georgia Tech,QB,70.3,192,4.84,,106.0,,,,629.0,1020.0,61.7,8882.0,65.0,39.0,148.2,0.0,1.0,1.0,1.0,Y
1999,joe germaine,Ohio State,QB,73.3,211,4.8,32.0,102.0,4.21,7.18,,439.0,741.0,59.2,6370.0,56.0,20.0,151.0,0.0,0.0,0.0,0.0,Y
2008,joe flacco,Delaware,QB,78.38,236,4.86,28.5,110.0,4.27,6.82,,1.0,4.0,25.0,11.0,0.0,0.0,48.1,0.0,0.0,0.0,0.0,Y
2014,jimmy garoppolo,Eastern Illinois,QB,74.25,226,4.97,30.5,110.0,4.26,7.04,,,,,,,,,0.0,1.0,1.0,0.0,Y
2010,jimmy clausen,Notre Dame,QB,74.63,222,4.76,,,,,,695,1110,62.6,8148,60,27,137.2,0.0,0.0,0.0,0.0,Y
1997,jim druckenmiller,Virginia Tech,QB,76.6,234,,29.0,106.0,4.28,7.92,,313,582,53.8,4383,34,18,130.1,0.0,1.0,1.0,0.0,Y
1997,jim arellanes,Fresno State (CA),QB,75.1,211,5.19,27.0,102.0,4.67,8.03,,275,453,60.7,4026,26,20,145.5,0.0,0.0,0.0,0.0,N
2010,jevan snead,Mississippi,QB,75.0,219,5.04,33.0,106.0,4.33,7.08,,401,727,55.2,5765,48,35,133.9,0.0,0.0,0.0,0.0,N
2001,jesse palmer,Florida,QB,74.0,231,4.79,35.5,112.0,4.29,7.13,,254,479,53.0,3755,31,17,133.1,0.0,0.0,0.0,0.0,Y
2015,jerry lovelocke,Prairie View A&M,QB,76.5,248,4.99,31.5,113.0,4.51,7.3,,,,,,,,,0.0,0.0,0.0,0.0,N
2011,jerrod johnson,Texas A&M,QB,77.13,251,4.75,29.0,119.0,4.31,7.28,,650,1109,58.6,8011,67,27,134.4,0.0,0.0,0.0,0.0,N
2017,jerod evans,Virginia Tech,QB,74.63,232,4.8,26.5,112.0,4.41,,,268,422,63.5,3552,29,8,153.1,0.0,0.0,0.0,0.0,N
2011,jeff van camp,Florida Atlantic,QB,77.0,218,4.83,31.0,114.0,4.16,6.87,,311,544,57.2,3905,29,16,129.2,0.0,0.0,0.0,0.0,N
2004,jeff smoker,Michigan State,QB,75.1,223,4.95,26.5,101.0,4.36,7.65,,685,1150,59.6,8932,61,39,135.5,0.0,0.0,0.0,0.0,Y
2007,jeff rowe,Nevada,QB,77.25,226,4.91,29.5,114.0,4.42,6.72,,682,1122,60.8,7862,55,33,129.9,0.0,0.0,0.0,0.0,Y
2014,jeff mathews,Cornell (NY),QB,75.75,223,5.26,25.5,104.0,4.36,7.14,,,,,,,,,0.0,0.0,0.0,0.0,N
2016,jeff driskel,Louisiana Tech,QB,76.0,234,4.56,32.0,122.0,4.25,7.19,,607,1000,60.7,7437,50,28,134.1,0.0,0.0,0.0,0.0,Y
2006,jay cutler,Vanderbilt,QB,75.25,226,4.81,,,4.26,7.1,,710,1242,57.2,8697,59,36,125.9,0.0,1.0,1.0,0.0,Y
2005,jason white,Oklahoma,QB,74.5,223,4.93,31.0,102.0,4.19,7.28,,627,990,63.3,7922,81,24,152.7,1.0,1.0,1.0,1.0,N
1997,jason martin,Louisiana Tech,QB,74.4,234,5.01,29.0,101.0,4.47,7.81,,705,1320,53.4,9066,64,55,118.8,0.0,0.0,0.0,0.0,N
1999,jason maas,Oregon,QB,74.0,210,4.97,31.5,103.0,4.35,7.43,,120,226,53.1,1765,19,8,139.4,0.0,0.0,0.0,0.0,N
2004,jason fife,Oregon,QB,75.9,226,4.95,30.5,113.0,4.18,7.28,,260,496,52.4,3702,30,14,129.4,0.0,0.0,0.0,0.0,N
1997,jason davis,Western State Colorado,QB,75.5,220,4.92,30.5,107.0,4.33,7.85,,,,,,,,,0.0,0.0,0.0,0.0,N
2005,jason campbell,Auburn,QB,76.75,230,4.72,,,,7.42,,552,854,64.6,7299,45,24,148.2,0.0,1.0,1.0,0.0,Y
2009,jason boltus,Hartwick (NY),QB,74.75,225,4.82,31.5,111.0,4.47,7.0,,,,,,,,,0.0,0.0,0.0,0.0,N
2010,jarrett brown,West Virginia,QB,74.88,224,4.5,34.5,114.0,4.39,7.24,,268,421,63.7,2983,16,13,129.5,0.0,0.0,0.0,0.0,N
2000,jarious jackson,Notre Dame,QB,73.0,226,4.68,,109.0,,,,306,536,57.1,4820,34,21,145.7,0.0,0.0,0.0,0.0,Y
2007,jared zabransky,Boise State,QB,74.1,219,4.59,35.5,111.0,4.08,6.78,,610,980,62.2,8256,58,37,145.0,0.0,0.0,0.0,0.0,N
2016,jared goff,California,QB,76.0,215,4.82,27.0,110.0,4.47,7.17,,977,1568,62.3,12195,96,30,144.0,0.0,0.0,0.0,0.0,Y
2005,jared allen,Florida Atlantic,QB,74.25,218,5.0,27.5,106.0,4.39,7.29,,177,291,60.8,2554,13,8,143.8,0.0,0.0,0.0,0.0,N
2013,james vandenberg,Iowa,QB,74.75,226,4.92,32.0,116.0,4.52,6.95,,507,888,57.1,5786,35,20,120.3,0.0,0.0,0.0,0.0,N
2007,james pinkney,East Carolina (NC),QB,74.5,208,4.81,34.0,112.0,4.49,7.35,,687,1189,57.8,8173,46,35,122.4,0.0,0.0,0.0,0.0,N
2015,jameis winston,Florida State,QB,76.0,231,4.97,28.5,103.0,4.36,7.16,,562,851,66.0,7964,65,28,163.3,1.0,1.0,1.0,1.0,Y
2007,jamarcus russell,Louisiana State,QB,77.5,265,4.83,,,,,,493,797,61.9,6625,52,21,147.9,0.0,0.0,1.0,0.0,Y
1997,jake plummer,Arizona State,QB,74.3,195,4.96,30.0,111.0,4.29,7.3,,613,1107,55.4,8626,64,34,133.8,0.0,1.0,1.0,0.0,Y
2011,jake locker,Washington,QB,74.5,231,4.51,35.0,115.0,4.12,6.77,,619,1147,54.0,7639,53,35,119.1,0.0,0.0,0.0,0.0,Y
2012,jacory harris,Miami (FL),QB,75.0,203,4.65,37.0,113.0,4.4,7.1,,703,1170,60.1,8826,70,48,135.0,0.0,0.0,0.0,0.0,N
2016,jacoby brissett,North Carolina State,QB,75.75,231,4.94,31.0,113.0,4.53,7.17,,499,839,59.5,5723,46,15,131.3,0.0,0.0,0.0,0.0,Y
2006,ingle martin,Furman (SC),QB,74.25,220,4.72,36.0,111.0,4.17,7.13,,54,87,62.1,750,3,2,141.3,0.0,0.0,0.0,0.0,Y
2009,hunter cantwell,Louisville,QB,76.38,235,5.22,26.0,99.0,4.59,7.4,,313,534,58.6,3912,26,23,127.6,0.0,0.0,0.0,0.0,N
2002,greg zolman,Vanderbilt,QB,73.8,220,4.9,34.0,110.0,4.14,7.06,,596,1156,51.6,7981,41,46,113.3,0.0,0.0,0.0,0.0,N
2011,greg mcelroy,Alabama,QB,73.88,220,4.84,33.0,107.0,4.45,7.11,,436,658,66.3,5691,39,10,155.4,0.0,0.0,0.0,0.0,Y
1999,graham leigh,New Mexico,QB,73.9,212,4.79,32.5,111.0,4.27,7.21,,367,657,55.9,4979,42,27,132.4,0.0,1.0,1.0,0.0,N
2009,graham harrell,Texas Tech,QB,74.13,223,5.07,29.5,98.0,4.56,7.45,,1403,2011,69.8,15793,134,34,154.3,0.0,0.0,1.0,0.0,N
2000,giovanni carmazzi,Hofstra (NY),QB,74.6,224,4.76,36.5,119.0,4.23,6.94,,,,,,,,,0.0,0.0,0.0,0.0,Y
2005,gino guidugli,Cincinnati,QB,75.75,229,5.04,29.0,97.0,4.52,7.41,,880,1556,56.6,11453,78,48,128.8,0.0,0.0,0.0,0.0,N
2013,geno smith,West Virginia,QB,74.38,218,4.58,33.5,124.0,,,,988,1465,67.4,11662,98,21,153.5,0.0,0.0,0.0,0.0,Y
2015,garrett grayson,Colorado State,QB,74.5,213,4.84,,,,,,688,1113,61.8,9190,64,27,145.3,0.0,1.0,1.0,0.0,Y
2006,erik meyer,Eastern Washington,QB,73.0,210,4.7,32.5,112.0,4.12,6.83,,,,,,,,,0.0,0.0,0.0,0.0,N
2008,erik ainge,Tennessee,QB,77.5,225,5.04,21.5,108.0,4.6,7.51,,733,1210,60.6,8700,72,35,134.8,0.0,0.0,0.0,0.0,Y
2004,eli manning,Mississippi,QB,76.8,221,4.9,,,,,,829,1363,60.8,10119,81,35,137.7,0.0,1.0,1.0,0.0,Y
